Origin stage n chromosome start end redip
ssa11_34617338_34617987.maf liver_immature_male 1 ssa11 34617338 34617987 LORe
ssa11_34617338_34617987.maf liver_mature_female 1 ssa11 34617338 34617987 LORe
ssa11_34617338_34617987.maf liver_mature_male 1 ssa11 34617338 34617987 LORe
ssa11_34694916_34695169.maf muscle_mature_female 1 ssa11 34694916 34695169 LORe
ssa11_34700705_34701036.maf muscle_mature_female 1 ssa11 34700705 34701036 LORe
ssa11_34867498_34867764.maf liver_immature_male 1 ssa11 34867498 34867764 LORe
ssa11_34908716_34909639.maf ovary_mature_female 1 ssa11 34908716 34909639 LORe
ssa11_34958352_34958937.maf muscle_immature_female 1 ssa11 34958352 34958937 LORe
ssa11_34958352_34958937.maf muscle_immature_male 1 ssa11 34958352 34958937 LORe
ssa11_34979516_34979937.maf brain_immature_male 1 ssa11 34979516 34979937 LORe
ssa11_35076160_35076721.maf brain_immature_male 1 ssa11 35076160 35076721 LORe
ssa11_35076160_35076721.maf testis_immature_male 1 ssa11 35076160 35076721 LORe
ssa11_35088912_35089636.maf brain_mature_female 1 ssa11 35088912 35089636 LORe
ssa11_35306183_35306834.maf brain_immature_female 1 ssa11 35306183 35306834 LORe
ssa11_35306183_35306834.maf brain_immature_male 1 ssa11 35306183 35306834 LORe
ssa11_35306183_35306834.maf brain_mature_female 1 ssa11 35306183 35306834 LORe
ssa11_35306183_35306834.maf brain_mature_male 1 ssa11 35306183 35306834 LORe
ssa11_35309393_35309939.maf brain_mature_male 1 ssa11 35309393 35309939 LORe
ssa11_35318933_35319225.maf testis_mature_male 1 ssa11 35318933 35319225 LORe
ssa11_35403272_35404861.maf testis_mature_male 1 ssa11 35403272 35404861 LORe
ssa11_35422352_35422822.maf midsomitogenesis 1 ssa11 35422352 35422822 LORe
ssa11_36425615_36426601.maf latesomitogenesis 1 ssa11 36425615 36426601 LORe
ssa11_36425615_36426601.maf midsomitogenesis 1 ssa11 36425615 36426601 LORe
ssa11_36525887_36526385.maf testis_mature_male 1 ssa11 36525887 36526385 LORe
ssa11_36614143_36614443.maf ovary_mature_female 1 ssa11 36614143 36614443 LORe
ssa11_36674042_36674754.maf ovary_immature_female 1 ssa11 36674042 36674754 LORe
ssa11_36674042_36674754.maf ovary_mature_female 1 ssa11 36674042 36674754 LORe
ssa11_36806043_36806431.maf lateblastulation 1 ssa11 36806043 36806431 LORe
ssa11_37389135_37389601.maf lateblastulation 1 ssa11 37389135 37389601 LORe
ssa11_37427773_37428799.maf muscle_immature_female 1 ssa11 37427773 37428799 LORe
ssa11_37427773_37428799.maf muscle_immature_male 1 ssa11 37427773 37428799 LORe
ssa11_37427773_37428799.maf muscle_mature_female 1 ssa11 37427773 37428799 LORe
ssa11_37427773_37428799.maf muscle_mature_male 1 ssa11 37427773 37428799 LORe
ssa11_37645075_37645846.maf liver_immature_female 1 ssa11 37645075 37645846 LORe
ssa11_37645075_37645846.maf liver_immature_male 1 ssa11 37645075 37645846 LORe
ssa11_37645075_37645846.maf liver_mature_female 1 ssa11 37645075 37645846 LORe
ssa11_37645075_37645846.maf liver_mature_male 1 ssa11 37645075 37645846 LORe
ssa11_37790411_37790666.maf lateblastulation 1 ssa11 37790411 37790666 LORe
ssa11_38018554_38018956.maf muscle_immature_female 1 ssa11 38018554 38018956 LORe
ssa11_38018554_38018956.maf muscle_mature_female 1 ssa11 38018554 38018956 LORe
ssa11_38018554_38018956.maf muscle_mature_male 1 ssa11 38018554 38018956 LORe
ssa11_38020964_38022292.maf brain_immature_male 1 ssa11 38020964 38022292 LORe
ssa11_38020964_38022292.maf muscle_immature_female 1 ssa11 38020964 38022292 LORe
ssa11_38026353_38027819.maf liver_mature_male 1 ssa11 38026353 38027819 LORe
ssa11_38026353_38027819.maf testis_mature_male 1 ssa11 38026353 38027819 LORe
ssa11_38059569_38059938.maf liver_mature_male 1 ssa11 38059569 38059938 LORe
ssa11_38233441_38233835.maf ovary_mature_female 1 ssa11 38233441 38233835 LORe
ssa11_3873789_3875227.maf liver_mature_male 1 ssa11 3873789 3875227 LORe
ssa11_38933363_38933811.maf muscle_mature_female 1 ssa11 38933363 38933811 LORe
ssa11_38933363_38933811.maf muscle_mature_male 1 ssa11 38933363 38933811 LORe
ssa11_38936644_38937163.maf lateblastulation 1 ssa11 38936644 38937163 LORe
ssa11_39069457_39070450.maf earlysomitogenesis 1 ssa11 39069457 39070450 LORe
ssa11_39069457_39070450.maf midsomitogenesis 1 ssa11 39069457 39070450 LORe
ssa11_39080436_39081181.maf brain_immature_male 1 ssa11 39080436 39081181 LORe
ssa11_39080436_39081181.maf brain_mature_female 1 ssa11 39080436 39081181 LORe
ssa11_39116845_39117055.maf muscle_immature_female 1 ssa11 39116845 39117055 LORe
ssa11_39117776_39118480.maf muscle_immature_female 1 ssa11 39117776 39118480 LORe
ssa11_39117776_39118480.maf muscle_immature_male 1 ssa11 39117776 39118480 LORe
ssa11_39117776_39118480.maf muscle_mature_female 1 ssa11 39117776 39118480 LORe
ssa11_39117776_39118480.maf muscle_mature_male 1 ssa11 39117776 39118480 LORe
ssa11_39326447_39327323.maf latesomitogenesis 1 ssa11 39326447 39327323 LORe
ssa11_39326447_39327323.maf midsomitogenesis 1 ssa11 39326447 39327323 LORe
ssa11_39326447_39327323.maf muscle_immature_male 1 ssa11 39326447 39327323 LORe
ssa11_39326447_39327323.maf muscle_mature_male 1 ssa11 39326447 39327323 LORe
ssa11_39326447_39327323.maf ovary_immature_female 1 ssa11 39326447 39327323 LORe
ssa11_39326447_39327323.maf ovary_mature_female 1 ssa11 39326447 39327323 LORe
ssa11_39326447_39327323.maf testis_immature_male 1 ssa11 39326447 39327323 LORe
ssa11_39326447_39327323.maf testis_mature_male 1 ssa11 39326447 39327323 LORe
ssa11_39391069_39391357.maf liver_mature_male 1 ssa11 39391069 39391357 LORe
ssa11_39417660_39418144.maf liver_mature_male 1 ssa11 39417660 39418144 LORe
ssa11_39608414_39609514.maf midgastrulation 1 ssa11 39608414 39609514 LORe
ssa11_39803248_39803484.maf ovary_mature_female 1 ssa11 39803248 39803484 LORe
ssa11_39849097_39849374.maf midsomitogenesis 1 ssa11 39849097 39849374 LORe
ssa11_39924451_39924706.maf brain_mature_female 1 ssa11 39924451 39924706 LORe
ssa11_40043274_40044438.maf brain_mature_male 1 ssa11 40043274 40044438 LORe
ssa11_40049448_40049915.maf ovary_immature_female 1 ssa11 40049448 40049915 LORe
ssa11_40049448_40049915.maf testis_immature_male 1 ssa11 40049448 40049915 LORe
ssa11_40049448_40049915.maf testis_mature_male 1 ssa11 40049448 40049915 LORe
ssa11_40053473_40054844.maf lateblastulation 1 ssa11 40053473 40054844 LORe
ssa11_40053473_40054844.maf ovary_mature_female 1 ssa11 40053473 40054844 LORe
ssa11_40070914_40072866.maf brain_immature_male 1 ssa11 40070914 40072866 LORe
ssa11_40070914_40072866.maf latesomitogenesis 1 ssa11 40070914 40072866 LORe
ssa11_40213440_40214341.maf lateblastulation 1 ssa11 40213440 40214341 LORe
ssa11_40532622_40533413.maf earlysomitogenesis 1 ssa11 40532622 40533413 LORe
ssa11_40532622_40533413.maf midgastrulation 1 ssa11 40532622 40533413 LORe
ssa11_40617054_40617569.maf testis_immature_male 1 ssa11 40617054 40617569 LORe
ssa11_40617054_40617569.maf testis_mature_male 1 ssa11 40617054 40617569 LORe
ssa11_40619958_40620624.maf brain_immature_male 1 ssa11 40619958 40620624 LORe
ssa11_40619958_40620624.maf brain_mature_male 1 ssa11 40619958 40620624 LORe
ssa11_40631473_40632570.maf midsomitogenesis 1 ssa11 40631473 40632570 LORe
ssa11_40637036_40637638.maf brain_immature_male 1 ssa11 40637036 40637638 LORe
ssa11_40637036_40637638.maf brain_mature_male 1 ssa11 40637036 40637638 LORe
ssa11_40637036_40637638.maf muscle_mature_male 1 ssa11 40637036 40637638 LORe
ssa11_40641439_40641784.maf brain_immature_male 1 ssa11 40641439 40641784 LORe
ssa11_40641439_40641784.maf brain_mature_male 1 ssa11 40641439 40641784 LORe
ssa11_40642047_40642722.maf brain_immature_female 1 ssa11 40642047 40642722 LORe
ssa11_40642047_40642722.maf brain_immature_male 1 ssa11 40642047 40642722 LORe
ssa11_40642047_40642722.maf brain_mature_male 1 ssa11 40642047 40642722 LORe
ssa11_40647392_40647685.maf brain_immature_male 1 ssa11 40647392 40647685 LORe
ssa11_40647392_40647685.maf brain_mature_female 1 ssa11 40647392 40647685 LORe
ssa11_40878767_40880229.maf midsomitogenesis 1 ssa11 40878767 40880229 LORe
ssa11_4088627_4089251.maf brain_mature_male 1 ssa11 4088627 4089251 LORe
ssa11_40912088_40912620.maf earlysomitogenesis 1 ssa11 40912088 40912620 LORe
ssa11_40912709_40913418.maf liver_mature_male 1 ssa11 40912709 40913418 LORe
ssa11_40913607_40914385.maf liver_mature_male 1 ssa11 40913607 40914385 LORe
ssa11_40992361_40992533.maf muscle_immature_female 1 ssa11 40992361 40992533 LORe
ssa11_41442524_41442697.maf ovary_mature_female 1 ssa11 41442524 41442697 LORe
ssa11_41503584_41503770.maf muscle_mature_female 1 ssa11 41503584 41503770 LORe
ssa11_41518803_41519762.maf liver_mature_male 1 ssa11 41518803 41519762 LORe
ssa11_41556282_41556613.maf brain_mature_male 1 ssa11 41556282 41556613 LORe
ssa11_41582124_41582560.maf midsomitogenesis 1 ssa11 41582124 41582560 LORe
ssa11_41605576_41605937.maf brain_immature_male 1 ssa11 41605576 41605937 LORe
ssa11_41649080_41649974.maf brain_immature_male 1 ssa11 41649080 41649974 LORe
ssa11_41693433_41694211.maf liver_immature_male 1 ssa11 41693433 41694211 LORe
ssa11_41693433_41694211.maf liver_mature_male 1 ssa11 41693433 41694211 LORe
ssa11_41720728_41722101.maf midgastrulation 1 ssa11 41720728 41722101 LORe
ssa11_41743654_41744386.maf earlysomitogenesis 1 ssa11 41743654 41744386 LORe
ssa11_41965761_41966502.maf brain_immature_male 1 ssa11 41965761 41966502 LORe
ssa11_41965761_41966502.maf brain_mature_male 1 ssa11 41965761 41966502 LORe
ssa11_41965761_41966502.maf latesomitogenesis 1 ssa11 41965761 41966502 LORe
ssa11_41965761_41966502.maf midsomitogenesis 1 ssa11 41965761 41966502 LORe
ssa11_41976663_41977162.maf brain_immature_female 1 ssa11 41976663 41977162 LORe
ssa11_41976663_41977162.maf brain_immature_male 1 ssa11 41976663 41977162 LORe
ssa11_41976663_41977162.maf brain_mature_female 1 ssa11 41976663 41977162 LORe
ssa11_41976663_41977162.maf brain_mature_male 1 ssa11 41976663 41977162 LORe
ssa11_42613302_42614127.maf midsomitogenesis 1 ssa11 42613302 42614127 LORe
ssa11_44049281_44049780.maf liver_mature_male 1 ssa11 44049281 44049780 LORe
ssa11_44498838_44499335.maf brain_immature_male 1 ssa11 44498838 44499335 LORe
ssa11_44498838_44499335.maf testis_immature_male 1 ssa11 44498838 44499335 LORe
ssa11_44628714_44629107.maf muscle_immature_female 1 ssa11 44628714 44629107 LORe
ssa11_44628714_44629107.maf muscle_immature_male 1 ssa11 44628714 44629107 LORe
ssa11_44628714_44629107.maf muscle_mature_female 1 ssa11 44628714 44629107 LORe
ssa11_44628714_44629107.maf muscle_mature_male 1 ssa11 44628714 44629107 LORe
ssa11_44630232_44630917.maf muscle_immature_female 1 ssa11 44630232 44630917 LORe
ssa11_44630232_44630917.maf muscle_immature_male 1 ssa11 44630232 44630917 LORe
ssa11_44630232_44630917.maf muscle_mature_female 1 ssa11 44630232 44630917 LORe
ssa11_44630232_44630917.maf muscle_mature_male 1 ssa11 44630232 44630917 LORe
ssa11_44647492_44648185.maf muscle_immature_female 1 ssa11 44647492 44648185 LORe
ssa11_44647492_44648185.maf muscle_immature_male 1 ssa11 44647492 44648185 LORe
ssa11_44647492_44648185.maf muscle_mature_female 1 ssa11 44647492 44648185 LORe
ssa11_44647492_44648185.maf muscle_mature_male 1 ssa11 44647492 44648185 LORe
ssa11_44653322_44653703.maf muscle_immature_female 1 ssa11 44653322 44653703 LORe
ssa11_44653322_44653703.maf muscle_immature_male 1 ssa11 44653322 44653703 LORe
ssa11_44653322_44653703.maf muscle_mature_female 1 ssa11 44653322 44653703 LORe
ssa11_45271273_45272554.maf brain_mature_male 1 ssa11 45271273 45272554 LORe
ssa11_45422546_45422993.maf muscle_immature_female 1 ssa11 45422546 45422993 LORe
ssa11_45422546_45422993.maf muscle_immature_male 1 ssa11 45422546 45422993 LORe
ssa11_45422546_45422993.maf muscle_mature_female 1 ssa11 45422546 45422993 LORe
ssa11_45422546_45422993.maf muscle_mature_male 1 ssa11 45422546 45422993 LORe
ssa11_46544068_46545153.maf testis_mature_male 1 ssa11 46544068 46545153 LORe
ssa11_47215951_47216209.maf muscle_mature_male 1 ssa11 47215951 47216209 LORe
ssa11_47216888_47217491.maf muscle_immature_male 1 ssa11 47216888 47217491 LORe
ssa11_47216888_47217491.maf muscle_mature_female 1 ssa11 47216888 47217491 LORe
ssa11_47216888_47217491.maf muscle_mature_male 1 ssa11 47216888 47217491 LORe
ssa11_47383573_47384391.maf brain_immature_female 1 ssa11 47383573 47384391 LORe
ssa11_47506254_47506580.maf muscle_immature_female 1 ssa11 47506254 47506580 LORe
ssa11_47506254_47506580.maf muscle_immature_male 1 ssa11 47506254 47506580 LORe
ssa11_47506254_47506580.maf muscle_mature_male 1 ssa11 47506254 47506580 LORe
ssa11_48221958_48222332.maf brain_mature_male 1 ssa11 48221958 48222332 LORe
ssa11_48583359_48584246.maf ovary_mature_female 1 ssa11 48583359 48584246 LORe
ssa11_48583359_48584246.maf testis_immature_male 1 ssa11 48583359 48584246 LORe
ssa11_48905851_48906891.maf brain_immature_female 1 ssa11 48905851 48906891 LORe
ssa11_48905851_48906891.maf brain_immature_male 1 ssa11 48905851 48906891 LORe
ssa11_48905851_48906891.maf brain_mature_female 1 ssa11 48905851 48906891 LORe
ssa11_48905851_48906891.maf brain_mature_male 1 ssa11 48905851 48906891 LORe
ssa11_48905851_48906891.maf muscle_immature_male 1 ssa11 48905851 48906891 LORe
ssa11_48905851_48906891.maf testis_immature_male 1 ssa11 48905851 48906891 LORe
ssa11_49065515_49066044.maf liver_immature_female 1 ssa11 49065515 49066044 LORe
ssa11_49065515_49066044.maf liver_immature_male 1 ssa11 49065515 49066044 LORe
ssa11_49065515_49066044.maf liver_mature_female 1 ssa11 49065515 49066044 LORe
ssa11_49065515_49066044.maf liver_mature_male 1 ssa11 49065515 49066044 LORe
ssa11_49818636_49819131.maf testis_mature_male 1 ssa11 49818636 49819131 LORe
ssa11_49850987_49852036.maf muscle_immature_female 1 ssa11 49850987 49852036 LORe
ssa11_49850987_49852036.maf ovary_mature_female 1 ssa11 49850987 49852036 LORe
ssa11_49966335_49966611.maf brain_mature_female 1 ssa11 49966335 49966611 LORe
ssa11_5064669_5065395.maf liver_mature_male 1 ssa11 5064669 5065395 LORe
ssa11_52203048_52203295.maf testis_immature_male 1 ssa11 52203048 52203295 LORe
ssa11_5227264_5228097.maf ovary_immature_female 1 ssa11 5227264 5228097 LORe
ssa11_52701591_52702177.maf latesomitogenesis 1 ssa11 52701591 52702177 LORe
ssa11_53141214_53141799.maf latesomitogenesis 1 ssa11 53141214 53141799 LORe
ssa11_53141214_53141799.maf midsomitogenesis 1 ssa11 53141214 53141799 LORe
ssa11_53141214_53141799.maf ovary_immature_female 1 ssa11 53141214 53141799 LORe
ssa11_53141214_53141799.maf ovary_mature_female 1 ssa11 53141214 53141799 LORe
ssa11_53166639_53167061.maf testis_immature_male 1 ssa11 53166639 53167061 LORe
ssa11_53354979_53355536.maf brain_immature_male 1 ssa11 53354979 53355536 LORe
ssa11_53354979_53355536.maf brain_mature_male 1 ssa11 53354979 53355536 LORe
ssa11_53404138_53405535.maf brain_immature_male 1 ssa11 53404138 53405535 LORe
ssa11_53404138_53405535.maf brain_mature_female 1 ssa11 53404138 53405535 LORe
ssa11_53404138_53405535.maf brain_mature_male 1 ssa11 53404138 53405535 LORe
ssa11_53529216_53529529.maf ovary_mature_female 1 ssa11 53529216 53529529 LORe
ssa11_53530392_53530918.maf ovary_mature_female 1 ssa11 53530392 53530918 LORe
ssa11_53575509_53575646.maf liver_mature_male 1 ssa11 53575509 53575646 LORe
ssa11_53610839_53611509.maf liver_mature_male 1 ssa11 53610839 53611509 LORe
ssa11_53690872_53691597.maf liver_mature_male 1 ssa11 53690872 53691597 LORe
ssa11_53698714_53699481.maf liver_immature_male 1 ssa11 53698714 53699481 LORe
ssa11_53698714_53699481.maf liver_mature_female 1 ssa11 53698714 53699481 LORe
ssa11_53698714_53699481.maf liver_mature_male 1 ssa11 53698714 53699481 LORe
ssa11_53724785_53725547.maf liver_immature_male 1 ssa11 53724785 53725547 LORe
ssa11_53724785_53725547.maf liver_mature_female 1 ssa11 53724785 53725547 LORe
ssa11_53724785_53725547.maf liver_mature_male 1 ssa11 53724785 53725547 LORe
ssa11_53726131_53726734.maf liver_immature_female 1 ssa11 53726131 53726734 LORe
ssa11_53726131_53726734.maf liver_immature_male 1 ssa11 53726131 53726734 LORe
ssa11_53726131_53726734.maf liver_mature_female 1 ssa11 53726131 53726734 LORe
ssa11_53726131_53726734.maf liver_mature_male 1 ssa11 53726131 53726734 LORe
ssa11_53727066_53727852.maf liver_mature_female 1 ssa11 53727066 53727852 LORe
ssa11_53727066_53727852.maf liver_mature_male 1 ssa11 53727066 53727852 LORe
ssa11_53727066_53727852.maf muscle_mature_female 1 ssa11 53727066 53727852 LORe
ssa11_53727066_53727852.maf muscle_mature_male 1 ssa11 53727066 53727852 LORe
ssa11_56854573_56855704.maf latesomitogenesis 1 ssa11 56854573 56855704 LORe
ssa11_58814885_58815079.maf ovary_mature_female 1 ssa11 58814885 58815079 LORe
ssa11_58816939_58817575.maf ovary_immature_female 1 ssa11 58816939 58817575 LORe
ssa11_58816939_58817575.maf ovary_mature_female 1 ssa11 58816939 58817575 LORe
ssa11_58816939_58817575.maf testis_immature_male 1 ssa11 58816939 58817575 LORe
ssa11_58816939_58817575.maf testis_mature_male 1 ssa11 58816939 58817575 LORe
ssa11_59139867_59140294.maf brain_immature_male 1 ssa11 59139867 59140294 AORe
ssa11_59139867_59140294.maf brain_mature_female 1 ssa11 59139867 59140294 AORe
ssa11_59174229_59175249.maf brain_immature_female 1 ssa11 59174229 59175249 AORe
ssa11_59207687_59208351.maf brain_immature_male 1 ssa11 59207687 59208351 AORe
ssa11_59207687_59208351.maf brain_mature_male 1 ssa11 59207687 59208351 AORe
ssa11_59217478_59218180.maf brain_immature_female 1 ssa11 59217478 59218180 AORe
ssa11_59217478_59218180.maf brain_immature_male 1 ssa11 59217478 59218180 AORe
ssa11_59217478_59218180.maf brain_mature_female 1 ssa11 59217478 59218180 AORe
ssa11_59217478_59218180.maf brain_mature_male 1 ssa11 59217478 59218180 AORe
ssa11_59244696_59245069.maf brain_immature_male 1 ssa11 59244696 59245069 AORe
ssa11_59244696_59245069.maf brain_mature_female 1 ssa11 59244696 59245069 AORe
ssa11_59266618_59267061.maf brain_immature_male 1 ssa11 59266618 59267061 AORe
ssa11_59335762_59336472.maf brain_immature_male 1 ssa11 59335762 59336472 AORe
ssa11_59335762_59336472.maf brain_mature_male 1 ssa11 59335762 59336472 AORe
ssa11_59647087_59647440.maf liver_mature_male 1 ssa11 59647087 59647440 AORe
ssa11_59874554_59876281.maf liver_immature_female 1 ssa11 59874554 59876281 AORe
ssa11_59874554_59876281.maf liver_immature_male 1 ssa11 59874554 59876281 AORe
ssa11_59874554_59876281.maf liver_mature_male 1 ssa11 59874554 59876281 AORe
ssa11_59984484_59984933.maf liver_immature_male 1 ssa11 59984484 59984933 AORe
ssa11_59984484_59984933.maf liver_mature_male 1 ssa11 59984484 59984933 AORe
ssa11_60236076_60237057.maf liver_immature_male 1 ssa11 60236076 60237057 AORe
ssa11_60277023_60277724.maf muscle_immature_female 1 ssa11 60277023 60277724 AORe
ssa11_60277023_60277724.maf muscle_immature_male 1 ssa11 60277023 60277724 AORe
ssa11_60277023_60277724.maf muscle_mature_female 1 ssa11 60277023 60277724 AORe
ssa11_60277023_60277724.maf muscle_mature_male 1 ssa11 60277023 60277724 AORe
ssa11_60305313_60305639.maf latesomitogenesis 1 ssa11 60305313 60305639 AORe
ssa11_60357847_60358732.maf liver_mature_male 1 ssa11 60357847 60358732 AORe
ssa11_60357847_60358732.maf muscle_immature_female 1 ssa11 60357847 60358732 AORe
ssa11_60357847_60358732.maf muscle_mature_female 1 ssa11 60357847 60358732 AORe
ssa11_60710125_60710946.maf earlysomitogenesis 1 ssa11 60710125 60710946 AORe
ssa11_60710125_60710946.maf midgastrulation 1 ssa11 60710125 60710946 AORe
ssa11_60711245_60711889.maf liver_immature_female 1 ssa11 60711245 60711889 AORe
ssa11_60711245_60711889.maf liver_immature_male 1 ssa11 60711245 60711889 AORe
ssa11_60711245_60711889.maf liver_mature_male 1 ssa11 60711245 60711889 AORe
ssa11_60711245_60711889.maf ovary_mature_female 1 ssa11 60711245 60711889 AORe
ssa11_60723567_60725286.maf brain_immature_male 1 ssa11 60723567 60725286 AORe
ssa11_60723567_60725286.maf brain_mature_female 1 ssa11 60723567 60725286 AORe
ssa11_60723567_60725286.maf liver_immature_female 1 ssa11 60723567 60725286 AORe
ssa11_60723567_60725286.maf liver_immature_male 1 ssa11 60723567 60725286 AORe
ssa11_60723567_60725286.maf liver_mature_female 1 ssa11 60723567 60725286 AORe
ssa11_60723567_60725286.maf liver_mature_male 1 ssa11 60723567 60725286 AORe
ssa11_60723567_60725286.maf ovary_mature_female 1 ssa11 60723567 60725286 AORe
ssa11_60723567_60725286.maf testis_immature_male 1 ssa11 60723567 60725286 AORe
ssa11_60901677_60902513.maf midsomitogenesis 1 ssa11 60901677 60902513 AORe
ssa11_62085876_62086727.maf brain_immature_male 1 ssa11 62085876 62086727 AORe
ssa11_62085876_62086727.maf brain_mature_female 1 ssa11 62085876 62086727 AORe
ssa11_62085876_62086727.maf brain_mature_male 1 ssa11 62085876 62086727 AORe
ssa11_62148027_62148506.maf latesomitogenesis 1 ssa11 62148027 62148506 AORe
ssa11_62151388_62152137.maf brain_immature_male 1 ssa11 62151388 62152137 AORe
ssa11_62151388_62152137.maf latesomitogenesis 1 ssa11 62151388 62152137 AORe
ssa11_62154002_62154940.maf latesomitogenesis 1 ssa11 62154002 62154940 AORe
ssa11_62154002_62154940.maf liver_mature_male 1 ssa11 62154002 62154940 AORe
ssa11_62154002_62154940.maf ovary_mature_female 1 ssa11 62154002 62154940 AORe
ssa11_62154002_62154940.maf testis_immature_male 1 ssa11 62154002 62154940 AORe
ssa11_63971382_63972211.maf brain_immature_male 1 ssa11 63971382 63972211 AORe
ssa11_63972557_63973392.maf brain_immature_male 1 ssa11 63972557 63973392 AORe
ssa11_63972557_63973392.maf brain_mature_male 1 ssa11 63972557 63973392 AORe
ssa11_64072761_64073607.maf brain_mature_male 1 ssa11 64072761 64073607 AORe
ssa11_6410177_6410945.maf ovary_immature_female 1 ssa11 6410177 6410945 LORe
ssa11_6410177_6410945.maf ovary_mature_female 1 ssa11 6410177 6410945 LORe
ssa11_6410177_6410945.maf testis_mature_male 1 ssa11 6410177 6410945 LORe
ssa11_64878973_64880255.maf midsomitogenesis 1 ssa11 64878973 64880255 AORe
ssa11_6493398_6494357.maf brain_mature_female 1 ssa11 6493398 6494357 LORe
ssa11_64960748_64961110.maf ovary_mature_female 1 ssa11 64960748 64961110 AORe
ssa11_64987384_64987909.maf latesomitogenesis 1 ssa11 64987384 64987909 AORe
ssa11_65042953_65044043.maf brain_immature_female 1 ssa11 65042953 65044043 AORe
ssa11_65042953_65044043.maf brain_mature_female 1 ssa11 65042953 65044043 AORe
ssa11_65042953_65044043.maf brain_mature_male 1 ssa11 65042953 65044043 AORe
ssa11_65098835_65099440.maf brain_immature_male 1 ssa11 65098835 65099440 AORe
ssa11_65145425_65145942.maf liver_mature_male 1 ssa11 65145425 65145942 AORe
ssa11_65245157_65245356.maf brain_mature_male 1 ssa11 65245157 65245356 AORe
ssa11_65271320_65271501.maf brain_mature_female 1 ssa11 65271320 65271501 AORe
ssa11_65419228_65419702.maf lateblastulation 1 ssa11 65419228 65419702 AORe
ssa11_6553307_6553726.maf lateblastulation 1 ssa11 6553307 6553726 LORe
ssa11_65715102_65715824.maf brain_mature_female 1 ssa11 65715102 65715824 AORe
ssa11_65715102_65715824.maf liver_immature_female 1 ssa11 65715102 65715824 AORe
ssa11_65715102_65715824.maf liver_immature_male 1 ssa11 65715102 65715824 AORe
ssa11_65715102_65715824.maf liver_mature_female 1 ssa11 65715102 65715824 AORe
ssa11_65715102_65715824.maf liver_mature_male 1 ssa11 65715102 65715824 AORe
ssa11_65715102_65715824.maf muscle_immature_female 1 ssa11 65715102 65715824 AORe
ssa11_65715102_65715824.maf muscle_mature_female 1 ssa11 65715102 65715824 AORe
ssa11_65715102_65715824.maf muscle_mature_male 1 ssa11 65715102 65715824 AORe
ssa11_65738031_65738988.maf liver_mature_male 1 ssa11 65738031 65738988 AORe
ssa11_65739420_65740017.maf brain_immature_male 1 ssa11 65739420 65740017 AORe
ssa11_65739420_65740017.maf brain_mature_male 1 ssa11 65739420 65740017 AORe
ssa11_6574611_6574868.maf brain_immature_male 1 ssa11 6574611 6574868 LORe
ssa11_66189988_66190903.maf muscle_immature_female 1 ssa11 66189988 66190903 AORe
ssa11_66219370_66219840.maf liver_immature_male 1 ssa11 66219370 66219840 AORe
ssa11_66219370_66219840.maf liver_mature_female 1 ssa11 66219370 66219840 AORe
ssa11_66219370_66219840.maf liver_mature_male 1 ssa11 66219370 66219840 AORe
ssa11_66224182_66224930.maf brain_immature_male 1 ssa11 66224182 66224930 AORe
ssa11_6669405_6670412.maf brain_mature_male 1 ssa11 6669405 6670412 LORe
ssa11_66780823_66781943.maf brain_mature_female 1 ssa11 66780823 66781943 AORe
ssa11_66987076_66987994.maf brain_immature_male 1 ssa11 66987076 66987994 AORe
ssa11_67090115_67091714.maf brain_immature_male 1 ssa11 67090115 67091714 AORe
ssa11_67209392_67209850.maf lateblastulation 1 ssa11 67209392 67209850 AORe
ssa11_67209392_67209850.maf midgastrulation 1 ssa11 67209392 67209850 AORe
ssa11_67631272_67631919.maf brain_mature_female 1 ssa11 67631272 67631919 AORe
ssa11_67631272_67631919.maf earlysomitogenesis 1 ssa11 67631272 67631919 AORe
ssa11_67631272_67631919.maf latesomitogenesis 1 ssa11 67631272 67631919 AORe
ssa11_67631272_67631919.maf midsomitogenesis 1 ssa11 67631272 67631919 AORe
ssa11_67631272_67631919.maf ovary_immature_female 1 ssa11 67631272 67631919 AORe
ssa11_67631272_67631919.maf ovary_mature_female 1 ssa11 67631272 67631919 AORe
ssa11_67631272_67631919.maf testis_immature_male 1 ssa11 67631272 67631919 AORe
ssa11_6764213_6764737.maf latesomitogenesis 1 ssa11 6764213 6764737 LORe
ssa11_67670973_67671694.maf latesomitogenesis 1 ssa11 67670973 67671694 AORe
ssa11_67670973_67671694.maf muscle_mature_male 1 ssa11 67670973 67671694 AORe
ssa11_67734860_67735076.maf muscle_mature_male 1 ssa11 67734860 67735076 AORe
ssa11_67748056_67748991.maf brain_immature_female 1 ssa11 67748056 67748991 AORe
ssa11_67748056_67748991.maf brain_immature_male 1 ssa11 67748056 67748991 AORe
ssa11_67748056_67748991.maf brain_mature_male 1 ssa11 67748056 67748991 AORe
ssa11_67748056_67748991.maf muscle_mature_female 1 ssa11 67748056 67748991 AORe
ssa11_67748056_67748991.maf muscle_mature_male 1 ssa11 67748056 67748991 AORe
ssa11_67758434_67759339.maf brain_immature_male 1 ssa11 67758434 67759339 AORe
ssa11_67758434_67759339.maf brain_mature_female 1 ssa11 67758434 67759339 AORe
ssa11_67758434_67759339.maf brain_mature_male 1 ssa11 67758434 67759339 AORe
