Origin stage n chromosome start end redip
ssa12_99006183_99006562.maf liver_mature_female 1 ssa12 99006183 99006562 AORe
ssa12_99006183_99006562.maf liver_mature_male 1 ssa12 99006183 99006562 AORe
ssa12_99006183_99006562.maf testis_immature_male 1 ssa12 99006183 99006562 AORe
ssa12_99007598_99008094.maf liver_immature_male 1 ssa12 99007598 99008094 AORe
ssa12_99012839_99013470.maf ovary_mature_female 1 ssa12 99012839 99013470 AORe
ssa12_99051749_99052392.maf brain_immature_female 1 ssa12 99051749 99052392 AORe
ssa12_99051749_99052392.maf brain_mature_male 1 ssa12 99051749 99052392 AORe
ssa12_99419356_99419792.maf ovary_mature_female 1 ssa12 99419356 99419792 AORe
ssa12_99426682_99427619.maf midgastrulation 1 ssa12 99426682 99427619 AORe
ssa13_10028236_10028593.maf brain_immature_male 1 ssa13 10028236 10028593 AORe
ssa13_10028236_10028593.maf ovary_mature_female 1 ssa13 10028236 10028593 AORe
ssa13_100429072_100429607.maf lateblastulation 1 ssa13 100429072 100429607 AORe
ssa13_100683316_100683801.maf lateblastulation 1 ssa13 100683316 100683801 AORe
ssa13_101651788_101652535.maf liver_mature_female 1 ssa13 101651788 101652535 AORe
ssa13_102210025_102210884.maf ovary_immature_female 1 ssa13 102210025 102210884 AORe
ssa13_102210025_102210884.maf testis_immature_male 1 ssa13 102210025 102210884 AORe
ssa13_102210025_102210884.maf testis_mature_male 1 ssa13 102210025 102210884 AORe
ssa13_102362863_102363084.maf muscle_immature_female 1 ssa13 102362863 102363084 AORe
ssa13_102391140_102391542.maf ovary_mature_female 1 ssa13 102391140 102391542 AORe
ssa13_102392810_102393086.maf ovary_mature_female 1 ssa13 102392810 102393086 AORe
ssa13_102419312_102419556.maf testis_immature_male 1 ssa13 102419312 102419556 AORe
ssa13_102492325_102492905.maf lateblastulation 1 ssa13 102492325 102492905 AORe
ssa13_102492325_102492905.maf midgastrulation 1 ssa13 102492325 102492905 AORe
ssa13_102498970_102499615.maf brain_mature_female 1 ssa13 102498970 102499615 AORe
ssa13_102498970_102499615.maf brain_mature_male 1 ssa13 102498970 102499615 AORe
ssa13_102498970_102499615.maf latesomitogenesis 1 ssa13 102498970 102499615 AORe
ssa13_102498970_102499615.maf liver_immature_female 1 ssa13 102498970 102499615 AORe
ssa13_102498970_102499615.maf liver_immature_male 1 ssa13 102498970 102499615 AORe
ssa13_102498970_102499615.maf liver_mature_male 1 ssa13 102498970 102499615 AORe
ssa13_102498970_102499615.maf testis_mature_male 1 ssa13 102498970 102499615 AORe
ssa13_102510297_102510608.maf liver_mature_male 1 ssa13 102510297 102510608 AORe
ssa13_102625789_102626011.maf ovary_mature_female 1 ssa13 102625789 102626011 AORe
ssa13_102841438_102842252.maf liver_mature_female 1 ssa13 102841438 102842252 AORe
ssa13_102841438_102842252.maf liver_mature_male 1 ssa13 102841438 102842252 AORe
ssa13_102929029_102929380.maf brain_mature_male 1 ssa13 102929029 102929380 AORe
ssa13_103254545_103254789.maf brain_immature_male 1 ssa13 103254545 103254789 AORe
ssa13_103523917_103524674.maf brain_immature_female 1 ssa13 103523917 103524674 AORe
ssa13_103523917_103524674.maf brain_immature_male 1 ssa13 103523917 103524674 AORe
ssa13_103523917_103524674.maf brain_mature_female 1 ssa13 103523917 103524674 AORe
ssa13_103523917_103524674.maf brain_mature_male 1 ssa13 103523917 103524674 AORe
ssa13_103832351_103832977.maf brain_immature_male 1 ssa13 103832351 103832977 AORe
ssa13_103832351_103832977.maf brain_mature_male 1 ssa13 103832351 103832977 AORe
ssa13_104046237_104047193.maf brain_immature_male 1 ssa13 104046237 104047193 AORe
ssa13_104046237_104047193.maf brain_mature_female 1 ssa13 104046237 104047193 AORe
ssa13_104046237_104047193.maf brain_mature_male 1 ssa13 104046237 104047193 AORe
ssa13_104046237_104047193.maf latesomitogenesis 1 ssa13 104046237 104047193 AORe
ssa13_104046237_104047193.maf midgastrulation 1 ssa13 104046237 104047193 AORe
ssa13_104046237_104047193.maf muscle_immature_female 1 ssa13 104046237 104047193 AORe
ssa13_104046237_104047193.maf muscle_mature_female 1 ssa13 104046237 104047193 AORe
ssa13_104046237_104047193.maf testis_immature_male 1 ssa13 104046237 104047193 AORe
ssa13_104268103_104268959.maf brain_immature_male 1 ssa13 104268103 104268959 AORe
ssa13_104268103_104268959.maf brain_mature_female 1 ssa13 104268103 104268959 AORe
ssa13_104268103_104268959.maf brain_mature_male 1 ssa13 104268103 104268959 AORe
ssa13_104342038_104342988.maf latesomitogenesis 1 ssa13 104342038 104342988 AORe
ssa13_104343156_104343523.maf midsomitogenesis 1 ssa13 104343156 104343523 AORe
ssa13_104347976_104348797.maf brain_immature_male 1 ssa13 104347976 104348797 AORe
ssa13_104347976_104348797.maf brain_mature_female 1 ssa13 104347976 104348797 AORe
ssa13_104347976_104348797.maf brain_mature_male 1 ssa13 104347976 104348797 AORe
ssa13_104347976_104348797.maf liver_immature_male 1 ssa13 104347976 104348797 AORe
ssa13_104347976_104348797.maf liver_mature_female 1 ssa13 104347976 104348797 AORe
ssa13_104347976_104348797.maf liver_mature_male 1 ssa13 104347976 104348797 AORe
ssa13_104358751_104359284.maf brain_mature_female 1 ssa13 104358751 104359284 AORe
ssa13_104358751_104359284.maf brain_mature_male 1 ssa13 104358751 104359284 AORe
ssa13_104358751_104359284.maf latesomitogenesis 1 ssa13 104358751 104359284 AORe
ssa13_104363587_104364187.maf latesomitogenesis 1 ssa13 104363587 104364187 AORe
ssa13_104363587_104364187.maf midsomitogenesis 1 ssa13 104363587 104364187 AORe
ssa13_104363587_104364187.maf muscle_immature_female 1 ssa13 104363587 104364187 AORe
ssa13_104363587_104364187.maf muscle_mature_female 1 ssa13 104363587 104364187 AORe
ssa13_104363587_104364187.maf muscle_mature_male 1 ssa13 104363587 104364187 AORe
ssa13_104380405_104381132.maf brain_immature_male 1 ssa13 104380405 104381132 AORe
ssa13_104380405_104381132.maf lateblastulation 1 ssa13 104380405 104381132 AORe
ssa13_104395476_104396397.maf brain_immature_female 1 ssa13 104395476 104396397 AORe
ssa13_104395476_104396397.maf brain_immature_male 1 ssa13 104395476 104396397 AORe
ssa13_104395476_104396397.maf brain_mature_female 1 ssa13 104395476 104396397 AORe
ssa13_104395476_104396397.maf brain_mature_male 1 ssa13 104395476 104396397 AORe
ssa13_104417942_104418460.maf brain_immature_male 1 ssa13 104417942 104418460 AORe
ssa13_104417942_104418460.maf brain_mature_male 1 ssa13 104417942 104418460 AORe
ssa13_104443908_104444044.maf liver_mature_male 1 ssa13 104443908 104444044 AORe
ssa13_104472387_104472918.maf liver_immature_female 1 ssa13 104472387 104472918 AORe
ssa13_104472387_104472918.maf liver_immature_male 1 ssa13 104472387 104472918 AORe
ssa13_104472387_104472918.maf liver_mature_female 1 ssa13 104472387 104472918 AORe
ssa13_104472387_104472918.maf liver_mature_male 1 ssa13 104472387 104472918 AORe
ssa13_104487082_104487433.maf muscle_mature_male 1 ssa13 104487082 104487433 AORe
ssa13_104587942_104589582.maf brain_immature_male 1 ssa13 104587942 104589582 AORe
ssa13_104587942_104589582.maf muscle_immature_female 1 ssa13 104587942 104589582 AORe
ssa13_104587942_104589582.maf muscle_immature_male 1 ssa13 104587942 104589582 AORe
ssa13_104587942_104589582.maf muscle_mature_female 1 ssa13 104587942 104589582 AORe
ssa13_104587942_104589582.maf muscle_mature_male 1 ssa13 104587942 104589582 AORe
ssa13_104589916_104590587.maf brain_mature_male 1 ssa13 104589916 104590587 AORe
ssa13_104589916_104590587.maf ovary_immature_female 1 ssa13 104589916 104590587 AORe
ssa13_104597769_104599044.maf midsomitogenesis 1 ssa13 104597769 104599044 AORe
ssa13_104597769_104599044.maf muscle_mature_male 1 ssa13 104597769 104599044 AORe
ssa13_104630579_104631835.maf brain_immature_male 1 ssa13 104630579 104631835 AORe
ssa13_104637278_104638842.maf muscle_immature_female 1 ssa13 104637278 104638842 AORe
ssa13_104637278_104638842.maf muscle_immature_male 1 ssa13 104637278 104638842 AORe
ssa13_104637278_104638842.maf muscle_mature_female 1 ssa13 104637278 104638842 AORe
ssa13_104637278_104638842.maf muscle_mature_male 1 ssa13 104637278 104638842 AORe
ssa13_104637278_104638842.maf ovary_mature_female 1 ssa13 104637278 104638842 AORe
ssa13_104695141_104695697.maf muscle_immature_female 1 ssa13 104695141 104695697 AORe
ssa13_104695141_104695697.maf muscle_immature_male 1 ssa13 104695141 104695697 AORe
ssa13_104695141_104695697.maf muscle_mature_female 1 ssa13 104695141 104695697 AORe
ssa13_104695141_104695697.maf muscle_mature_male 1 ssa13 104695141 104695697 AORe
ssa13_104705045_104705345.maf muscle_mature_female 1 ssa13 104705045 104705345 AORe
ssa13_104708079_104708912.maf muscle_immature_female 1 ssa13 104708079 104708912 AORe
ssa13_104719003_104719422.maf muscle_immature_female 1 ssa13 104719003 104719422 AORe
ssa13_104719003_104719422.maf muscle_immature_male 1 ssa13 104719003 104719422 AORe
ssa13_104719003_104719422.maf muscle_mature_female 1 ssa13 104719003 104719422 AORe
ssa13_104725612_104727035.maf muscle_immature_female 1 ssa13 104725612 104727035 AORe
ssa13_104725612_104727035.maf muscle_immature_male 1 ssa13 104725612 104727035 AORe
ssa13_104725612_104727035.maf muscle_mature_female 1 ssa13 104725612 104727035 AORe
ssa13_104725612_104727035.maf muscle_mature_male 1 ssa13 104725612 104727035 AORe
ssa13_104802602_104802934.maf brain_mature_female 1 ssa13 104802602 104802934 AORe
ssa13_104803259_104804684.maf brain_immature_female 1 ssa13 104803259 104804684 AORe
ssa13_104803259_104804684.maf brain_mature_female 1 ssa13 104803259 104804684 AORe
ssa13_104803259_104804684.maf brain_mature_male 1 ssa13 104803259 104804684 AORe
ssa13_104803259_104804684.maf earlysomitogenesis 1 ssa13 104803259 104804684 AORe
ssa13_104803259_104804684.maf lateblastulation 1 ssa13 104803259 104804684 AORe
ssa13_104803259_104804684.maf latesomitogenesis 1 ssa13 104803259 104804684 AORe
ssa13_104803259_104804684.maf liver_immature_female 1 ssa13 104803259 104804684 AORe
ssa13_104803259_104804684.maf liver_immature_male 1 ssa13 104803259 104804684 AORe
ssa13_104803259_104804684.maf liver_mature_female 1 ssa13 104803259 104804684 AORe
ssa13_104803259_104804684.maf liver_mature_male 1 ssa13 104803259 104804684 AORe
ssa13_104803259_104804684.maf midgastrulation 1 ssa13 104803259 104804684 AORe
ssa13_104803259_104804684.maf midsomitogenesis 1 ssa13 104803259 104804684 AORe
ssa13_104803259_104804684.maf muscle_immature_female 1 ssa13 104803259 104804684 AORe
ssa13_104803259_104804684.maf muscle_immature_male 1 ssa13 104803259 104804684 AORe
ssa13_104803259_104804684.maf muscle_mature_female 1 ssa13 104803259 104804684 AORe
ssa13_104803259_104804684.maf muscle_mature_male 1 ssa13 104803259 104804684 AORe
ssa13_104803259_104804684.maf ovary_immature_female 1 ssa13 104803259 104804684 AORe
ssa13_104803259_104804684.maf ovary_mature_female 1 ssa13 104803259 104804684 AORe
ssa13_104803259_104804684.maf testis_immature_male 1 ssa13 104803259 104804684 AORe
ssa13_104803259_104804684.maf testis_mature_male 1 ssa13 104803259 104804684 AORe
ssa13_104805369_104805702.maf midsomitogenesis 1 ssa13 104805369 104805702 AORe
ssa13_104805369_104805702.maf muscle_immature_male 1 ssa13 104805369 104805702 AORe
ssa13_105016839_105017123.maf ovary_immature_female 1 ssa13 105016839 105017123 AORe
ssa13_105055257_105055880.maf brain_immature_male 1 ssa13 105055257 105055880 AORe
ssa13_105055257_105055880.maf brain_mature_female 1 ssa13 105055257 105055880 AORe
ssa13_105055257_105055880.maf brain_mature_male 1 ssa13 105055257 105055880 AORe
ssa13_105195668_105196372.maf brain_mature_male 1 ssa13 105195668 105196372 AORe
ssa13_105216476_105216871.maf brain_immature_male 1 ssa13 105216476 105216871 AORe
ssa13_105244713_105245202.maf brain_immature_female 1 ssa13 105244713 105245202 AORe
ssa13_105244713_105245202.maf brain_immature_male 1 ssa13 105244713 105245202 AORe
ssa13_105244713_105245202.maf brain_mature_female 1 ssa13 105244713 105245202 AORe
ssa13_105244713_105245202.maf brain_mature_male 1 ssa13 105244713 105245202 AORe
ssa13_105370985_105371936.maf lateblastulation 1 ssa13 105370985 105371936 AORe
ssa13_105370985_105371936.maf midgastrulation 1 ssa13 105370985 105371936 AORe
ssa13_105404565_105405238.maf brain_immature_male 1 ssa13 105404565 105405238 AORe
ssa13_105404565_105405238.maf brain_mature_female 1 ssa13 105404565 105405238 AORe
ssa13_105410585_105411279.maf brain_immature_male 1 ssa13 105410585 105411279 AORe
ssa13_105410585_105411279.maf brain_mature_male 1 ssa13 105410585 105411279 AORe
ssa13_105437152_105437758.maf ovary_immature_female 1 ssa13 105437152 105437758 AORe
ssa13_105457208_105458125.maf brain_mature_male 1 ssa13 105457208 105458125 AORe
ssa13_105461027_105461402.maf lateblastulation 1 ssa13 105461027 105461402 AORe
ssa13_105484158_105485167.maf brain_immature_male 1 ssa13 105484158 105485167 AORe
ssa13_105484158_105485167.maf brain_mature_female 1 ssa13 105484158 105485167 AORe
ssa13_105484158_105485167.maf brain_mature_male 1 ssa13 105484158 105485167 AORe
ssa13_105493700_105494117.maf brain_immature_male 1 ssa13 105493700 105494117 AORe
ssa13_105493700_105494117.maf brain_mature_male 1 ssa13 105493700 105494117 AORe
ssa13_105507190_105508595.maf brain_immature_female 1 ssa13 105507190 105508595 AORe
ssa13_105507190_105508595.maf brain_immature_male 1 ssa13 105507190 105508595 AORe
ssa13_105507190_105508595.maf brain_mature_female 1 ssa13 105507190 105508595 AORe
ssa13_105507190_105508595.maf brain_mature_male 1 ssa13 105507190 105508595 AORe
ssa13_105507190_105508595.maf muscle_mature_female 1 ssa13 105507190 105508595 AORe
ssa13_105507190_105508595.maf muscle_mature_male 1 ssa13 105507190 105508595 AORe
ssa13_105509613_105509777.maf muscle_immature_female 1 ssa13 105509613 105509777 AORe
ssa13_105528952_105529441.maf latesomitogenesis 1 ssa13 105528952 105529441 AORe
ssa13_105571963_105573131.maf midsomitogenesis 1 ssa13 105571963 105573131 AORe
ssa13_105581707_105582549.maf ovary_mature_female 1 ssa13 105581707 105582549 AORe
ssa13_105582668_105583517.maf brain_immature_male 1 ssa13 105582668 105583517 AORe
ssa13_105588998_105589508.maf brain_immature_male 1 ssa13 105588998 105589508 AORe
ssa13_105642669_105643474.maf liver_mature_male 1 ssa13 105642669 105643474 AORe
ssa13_105642669_105643474.maf ovary_immature_female 1 ssa13 105642669 105643474 AORe
ssa13_105642669_105643474.maf ovary_mature_female 1 ssa13 105642669 105643474 AORe
ssa13_105642669_105643474.maf testis_immature_male 1 ssa13 105642669 105643474 AORe
ssa13_105644188_105644521.maf testis_immature_male 1 ssa13 105644188 105644521 AORe
ssa13_105644188_105644521.maf testis_mature_male 1 ssa13 105644188 105644521 AORe
ssa13_105648384_105648987.maf ovary_mature_female 1 ssa13 105648384 105648987 AORe
ssa13_105657546_105658510.maf brain_mature_male 1 ssa13 105657546 105658510 AORe
ssa13_105661900_105662456.maf ovary_mature_female 1 ssa13 105661900 105662456 AORe
ssa13_105682631_105683678.maf ovary_immature_female 1 ssa13 105682631 105683678 AORe
ssa13_105682631_105683678.maf ovary_mature_female 1 ssa13 105682631 105683678 AORe
ssa13_105682631_105683678.maf testis_immature_male 1 ssa13 105682631 105683678 AORe
ssa13_105682631_105683678.maf testis_mature_male 1 ssa13 105682631 105683678 AORe
ssa13_105691099_105691895.maf earlysomitogenesis 1 ssa13 105691099 105691895 AORe
ssa13_105691099_105691895.maf latesomitogenesis 1 ssa13 105691099 105691895 AORe
ssa13_105691099_105691895.maf midsomitogenesis 1 ssa13 105691099 105691895 AORe
ssa13_105709301_105710279.maf latesomitogenesis 1 ssa13 105709301 105710279 AORe
ssa13_105709301_105710279.maf midgastrulation 1 ssa13 105709301 105710279 AORe
ssa13_105711409_105712025.maf earlysomitogenesis 1 ssa13 105711409 105712025 AORe
ssa13_105711409_105712025.maf lateblastulation 1 ssa13 105711409 105712025 AORe
ssa13_105711409_105712025.maf latesomitogenesis 1 ssa13 105711409 105712025 AORe
ssa13_105711409_105712025.maf midgastrulation 1 ssa13 105711409 105712025 AORe
ssa13_105711409_105712025.maf midsomitogenesis 1 ssa13 105711409 105712025 AORe
ssa13_105722182_105722703.maf testis_mature_male 1 ssa13 105722182 105722703 AORe
ssa13_105731553_105732345.maf midgastrulation 1 ssa13 105731553 105732345 AORe
ssa13_105815984_105817023.maf brain_immature_female 1 ssa13 105815984 105817023 AORe
ssa13_105815984_105817023.maf brain_immature_male 1 ssa13 105815984 105817023 AORe
ssa13_105815984_105817023.maf brain_mature_female 1 ssa13 105815984 105817023 AORe
ssa13_105815984_105817023.maf brain_mature_male 1 ssa13 105815984 105817023 AORe
ssa13_105841993_105842191.maf brain_mature_female 1 ssa13 105841993 105842191 AORe
ssa13_105846698_105847109.maf brain_mature_male 1 ssa13 105846698 105847109 AORe
ssa13_105848756_105849103.maf brain_immature_male 1 ssa13 105848756 105849103 AORe
ssa13_105848756_105849103.maf brain_mature_female 1 ssa13 105848756 105849103 AORe
ssa13_105848756_105849103.maf brain_mature_male 1 ssa13 105848756 105849103 AORe
ssa13_105854298_105854559.maf brain_mature_female 1 ssa13 105854298 105854559 AORe
ssa13_105882235_105883401.maf lateblastulation 1 ssa13 105882235 105883401 AORe
ssa13_105882235_105883401.maf midgastrulation 1 ssa13 105882235 105883401 AORe
ssa13_105890582_105891149.maf brain_immature_male 1 ssa13 105890582 105891149 AORe
ssa13_105890582_105891149.maf brain_mature_female 1 ssa13 105890582 105891149 AORe
ssa13_105890582_105891149.maf brain_mature_male 1 ssa13 105890582 105891149 AORe
ssa13_105892387_105892880.maf brain_immature_male 1 ssa13 105892387 105892880 AORe
ssa13_105892387_105892880.maf brain_mature_female 1 ssa13 105892387 105892880 AORe
ssa13_105892387_105892880.maf brain_mature_male 1 ssa13 105892387 105892880 AORe
ssa13_105896544_105896815.maf brain_immature_female 1 ssa13 105896544 105896815 AORe
ssa13_105896544_105896815.maf brain_mature_female 1 ssa13 105896544 105896815 AORe
ssa13_105896544_105896815.maf brain_mature_male 1 ssa13 105896544 105896815 AORe
ssa13_105923010_105923321.maf ovary_mature_female 1 ssa13 105923010 105923321 AORe
ssa13_105923933_105924185.maf ovary_mature_female 1 ssa13 105923933 105924185 AORe
ssa13_105961271_105961876.maf ovary_immature_female 1 ssa13 105961271 105961876 AORe
ssa13_105961271_105961876.maf ovary_mature_female 1 ssa13 105961271 105961876 AORe
ssa13_105961271_105961876.maf testis_immature_male 1 ssa13 105961271 105961876 AORe
ssa13_105988782_105989370.maf latesomitogenesis 1 ssa13 105988782 105989370 AORe
ssa13_105988782_105989370.maf muscle_immature_male 1 ssa13 105988782 105989370 AORe
ssa13_105988782_105989370.maf muscle_mature_female 1 ssa13 105988782 105989370 AORe
ssa13_105988782_105989370.maf muscle_mature_male 1 ssa13 105988782 105989370 AORe
ssa13_105988782_105989370.maf ovary_immature_female 1 ssa13 105988782 105989370 AORe
ssa13_105988782_105989370.maf ovary_mature_female 1 ssa13 105988782 105989370 AORe
ssa13_105988782_105989370.maf testis_immature_male 1 ssa13 105988782 105989370 AORe
ssa13_105988782_105989370.maf testis_mature_male 1 ssa13 105988782 105989370 AORe
ssa13_106016422_106017349.maf ovary_mature_female 1 ssa13 106016422 106017349 AORe
ssa13_106090883_106091143.maf ovary_immature_female 1 ssa13 106090883 106091143 AORe
ssa13_106090883_106091143.maf ovary_mature_female 1 ssa13 106090883 106091143 AORe
ssa13_106109779_106110412.maf lateblastulation 1 ssa13 106109779 106110412 AORe
ssa13_106116805_106117444.maf liver_immature_male 1 ssa13 106116805 106117444 AORe
ssa13_106116805_106117444.maf liver_mature_male 1 ssa13 106116805 106117444 AORe
ssa13_106127959_106128834.maf brain_immature_male 1 ssa13 106127959 106128834 AORe
ssa13_106127959_106128834.maf brain_mature_male 1 ssa13 106127959 106128834 AORe
ssa13_106127959_106128834.maf liver_immature_male 1 ssa13 106127959 106128834 AORe
ssa13_106127959_106128834.maf liver_mature_male 1 ssa13 106127959 106128834 AORe
ssa13_106127959_106128834.maf muscle_immature_female 1 ssa13 106127959 106128834 AORe
ssa13_106127959_106128834.maf muscle_immature_male 1 ssa13 106127959 106128834 AORe
ssa13_106127959_106128834.maf muscle_mature_female 1 ssa13 106127959 106128834 AORe
ssa13_106127959_106128834.maf muscle_mature_male 1 ssa13 106127959 106128834 AORe
ssa13_106127959_106128834.maf ovary_mature_female 1 ssa13 106127959 106128834 AORe
ssa13_106127959_106128834.maf testis_immature_male 1 ssa13 106127959 106128834 AORe
ssa13_106127959_106128834.maf testis_mature_male 1 ssa13 106127959 106128834 AORe
ssa13_106133455_106133965.maf liver_mature_female 1 ssa13 106133455 106133965 AORe
ssa13_106225085_106225556.maf liver_mature_male 1 ssa13 106225085 106225556 AORe
ssa13_106463940_106464370.maf ovary_immature_female 1 ssa13 106463940 106464370 AORe
ssa13_106463940_106464370.maf ovary_mature_female 1 ssa13 106463940 106464370 AORe
ssa13_106463940_106464370.maf testis_immature_male 1 ssa13 106463940 106464370 AORe
ssa13_106463940_106464370.maf testis_mature_male 1 ssa13 106463940 106464370 AORe
ssa13_106466926_106467624.maf ovary_mature_female 1 ssa13 106466926 106467624 AORe
ssa13_106474035_106475448.maf brain_immature_male 1 ssa13 106474035 106475448 AORe
ssa13_106474035_106475448.maf brain_mature_male 1 ssa13 106474035 106475448 AORe
ssa13_106474035_106475448.maf liver_immature_male 1 ssa13 106474035 106475448 AORe
ssa13_106474035_106475448.maf liver_mature_male 1 ssa13 106474035 106475448 AORe
ssa13_106474035_106475448.maf ovary_mature_female 1 ssa13 106474035 106475448 AORe
ssa13_106476735_106477556.maf brain_immature_male 1 ssa13 106476735 106477556 AORe
ssa13_106476735_106477556.maf brain_mature_male 1 ssa13 106476735 106477556 AORe
ssa13_106493407_106494361.maf brain_immature_male 1 ssa13 106493407 106494361 AORe
ssa13_106493407_106494361.maf brain_mature_male 1 ssa13 106493407 106494361 AORe
ssa13_106493407_106494361.maf liver_immature_female 1 ssa13 106493407 106494361 AORe
ssa13_106493407_106494361.maf liver_immature_male 1 ssa13 106493407 106494361 AORe
ssa13_106493407_106494361.maf liver_mature_female 1 ssa13 106493407 106494361 AORe
ssa13_106493407_106494361.maf liver_mature_male 1 ssa13 106493407 106494361 AORe
ssa13_106522421_106522689.maf liver_mature_male 1 ssa13 106522421 106522689 AORe
ssa13_106547806_106548227.maf liver_immature_female 1 ssa13 106547806 106548227 AORe
ssa13_106547806_106548227.maf liver_immature_male 1 ssa13 106547806 106548227 AORe
ssa13_106547806_106548227.maf liver_mature_male 1 ssa13 106547806 106548227 AORe
ssa13_106662379_106662875.maf liver_immature_male 1 ssa13 106662379 106662875 AORe
ssa13_106662379_106662875.maf liver_mature_male 1 ssa13 106662379 106662875 AORe
ssa13_106662379_106662875.maf ovary_mature_female 1 ssa13 106662379 106662875 AORe
ssa13_106684068_106684636.maf ovary_immature_female 1 ssa13 106684068 106684636 AORe
ssa13_106689552_106689869.maf ovary_mature_female 1 ssa13 106689552 106689869 AORe
ssa13_107530292_107531263.maf liver_immature_female 1 ssa13 107530292 107531263 AORe
ssa13_107530292_107531263.maf liver_mature_male 1 ssa13 107530292 107531263 AORe
ssa13_107591772_107592164.maf liver_immature_male 1 ssa13 107591772 107592164 AORe
ssa13_107591772_107592164.maf liver_mature_female 1 ssa13 107591772 107592164 AORe
ssa13_107591772_107592164.maf liver_mature_male 1 ssa13 107591772 107592164 AORe
ssa13_108198461_108198969.maf brain_immature_male 1 ssa13 108198461 108198969 AORe
ssa13_108198461_108198969.maf brain_mature_male 1 ssa13 108198461 108198969 AORe
ssa13_108741197_108741745.maf brain_immature_male 1 ssa13 108741197 108741745 AORe
ssa13_10910580_10910993.maf brain_immature_male 1 ssa13 10910580 10910993 AORe
ssa13_109788144_109789132.maf brain_immature_male 1 ssa13 109788144 109789132 AORe
ssa13_109788144_109789132.maf brain_mature_female 1 ssa13 109788144 109789132 AORe
ssa13_110205524_110205914.maf muscle_mature_female 1 ssa13 110205524 110205914 AORe
ssa13_110374112_110374564.maf midgastrulation 1 ssa13 110374112 110374564 AORe
ssa13_110477699_110478234.maf muscle_immature_female 1 ssa13 110477699 110478234 AORe
ssa13_110477699_110478234.maf muscle_immature_male 1 ssa13 110477699 110478234 AORe
ssa13_110477699_110478234.maf muscle_mature_female 1 ssa13 110477699 110478234 AORe
ssa13_110477699_110478234.maf muscle_mature_male 1 ssa13 110477699 110478234 AORe
ssa13_110595549_110596245.maf liver_mature_male 1 ssa13 110595549 110596245 AORe
ssa13_110701045_110701329.maf liver_immature_female 1 ssa13 110701045 110701329 AORe
ssa13_110701045_110701329.maf liver_immature_male 1 ssa13 110701045 110701329 AORe
ssa13_110701045_110701329.maf liver_mature_male 1 ssa13 110701045 110701329 AORe
ssa13_110741015_110741252.maf muscle_immature_male 1 ssa13 110741015 110741252 AORe
ssa13_111128332_111128938.maf muscle_immature_female 1 ssa13 111128332 111128938 AORe
ssa13_111128332_111128938.maf muscle_immature_male 1 ssa13 111128332 111128938 AORe
ssa13_111128332_111128938.maf muscle_mature_female 1 ssa13 111128332 111128938 AORe
ssa13_111128332_111128938.maf muscle_mature_male 1 ssa13 111128332 111128938 AORe
ssa13_111267825_111268235.maf brain_mature_male 1 ssa13 111267825 111268235 AORe
ssa13_111331300_111332181.maf midsomitogenesis 1 ssa13 111331300 111332181 AORe
ssa13_111341293_111341673.maf ovary_mature_female 1 ssa13 111341293 111341673 AORe
ssa13_111342451_111342784.maf latesomitogenesis 1 ssa13 111342451 111342784 AORe
ssa13_111391328_111391771.maf brain_immature_female 1 ssa13 111391328 111391771 AORe
ssa13_111391328_111391771.maf brain_immature_male 1 ssa13 111391328 111391771 AORe
ssa13_111391328_111391771.maf brain_mature_male 1 ssa13 111391328 111391771 AORe
ssa13_111396409_111396876.maf ovary_mature_female 1 ssa13 111396409 111396876 AORe
ssa13_111469506_111470030.maf brain_immature_male 1 ssa13 111469506 111470030 AORe
ssa13_111472594_111473464.maf brain_immature_male 1 ssa13 111472594 111473464 AORe
ssa13_111472594_111473464.maf brain_mature_male 1 ssa13 111472594 111473464 AORe
ssa13_111489954_111490562.maf brain_immature_female 1 ssa13 111489954 111490562 AORe
ssa13_111489954_111490562.maf brain_immature_male 1 ssa13 111489954 111490562 AORe
ssa13_111489954_111490562.maf brain_mature_female 1 ssa13 111489954 111490562 AORe
ssa13_111489954_111490562.maf brain_mature_male 1 ssa13 111489954 111490562 AORe
ssa13_111531202_111531561.maf testis_immature_male 1 ssa13 111531202 111531561 AORe
ssa13_112026047_112026740.maf earlysomitogenesis 1 ssa13 112026047 112026740 AORe
ssa13_112026047_112026740.maf latesomitogenesis 1 ssa13 112026047 112026740 AORe
ssa13_112033873_112034476.maf brain_mature_female 1 ssa13 112033873 112034476 AORe
ssa13_11213276_11214027.maf muscle_immature_female 1 ssa13 11213276 11214027 AORe
ssa13_11213276_11214027.maf muscle_mature_female 1 ssa13 11213276 11214027 AORe
ssa13_112218050_112219142.maf brain_immature_male 1 ssa13 112218050 112219142 AORe
ssa13_112218050_112219142.maf brain_mature_female 1 ssa13 112218050 112219142 AORe
ssa13_112230622_112231641.maf brain_mature_female 1 ssa13 112230622 112231641 AORe
ssa13_112286156_112287455.maf brain_mature_male 1 ssa13 112286156 112287455 AORe
ssa13_112298210_112298641.maf liver_immature_female 1 ssa13 112298210 112298641 AORe
ssa13_112365392_112365942.maf latesomitogenesis 1 ssa13 112365392 112365942 AORe
ssa13_112365392_112365942.maf midsomitogenesis 1 ssa13 112365392 112365942 AORe
ssa13_112533922_112534092.maf ovary_immature_female 1 ssa13 112533922 112534092 AORe
