subOG	spc	geneID	chr	start	end	strand	nSsal	nOmyk	synteny	phylogeny	proxiSynteny	proxiPhylogeny	reciprocal
Ens106s02286.63	Omyk	ENSOMYG00000018520	Omy16	8170683	8187693	+	2	2	((Omy16,Ssa19),(Omy20,Ssa28))	AORe	((Omy16,Ssa19),(Omy20,Ssa28))	AORe	NA
Ens106s02286.63	Ssal	ENSSSAG00000107901	Ssa28	12333821	12351068	-	2	2	((Omy16,Ssa19),(Omy20,Ssa28))	AORe	((Omy16,Ssa19),(Omy20,Ssa28))	AORe	NA
Ens106s02286.63	Omyk	ENSOMYG00000007056	Omy20	7678000	7693697	+	2	2	((Omy16,Ssa19),(Omy20,Ssa28))	AORe	((Omy16,Ssa19),(Omy20,Ssa28))	AORe	NA
Ens106s02287.53	Ssal	ENSSSAG00000041718	Ssa16	80765039	80894610	-	2	2	((Omy07,Omy18),(Ssa16,Ssa17))	LORe	((Omy07,Ssa17),(Omy18,Ssa16))	LORe	NA
Ens106s02287.53	Ssal	ENSSSAG00000042691	Ssa17	28297418	28391522	-	2	2	((Omy07,Omy18),(Ssa16,Ssa17))	LORe	((Omy07,Ssa17),(Omy18,Ssa16))	LORe	NA
Ens106s02287.53	Omyk	ENSOMYG00000063325	Omy07	9817679	9878191	+	2	2	((Omy07,Omy18),(Ssa16,Ssa17))	LORe	((Omy07,Ssa17),(Omy18,Ssa16))	LORe	NA
Ens106s02287.53	Omyk	ENSOMYG00000049463	Omy18	11026815	11089444	+	2	2	((Omy07,Omy18),(Ssa16,Ssa17))	LORe	((Omy07,Ssa17),(Omy18,Ssa16))	LORe	NA
Ens106s02287.68	Ssal	ENSSSAG00000096922	Ssa21	36671403	36742849	+	1	2	((Omy03,Ssa25),(Omy22,Ssa21))	NA	((Omy03,Ssa25),(Omy22,Ssa21))	AORe	NA
Ens106s02287.68	Omyk	ENSOMYG00000021565	Omy22	33054894	33142992	+	1	2	((Omy03,Ssa25),(Omy22,Ssa21))	NA	((Omy03,Ssa25),(Omy22,Ssa21))	AORe	NA
Ens106s02287.68	Omyk	ENSOMYG00000029291	Omy03	60322824	60374547	-	1	2	((Omy03,Ssa25),(Omy22,Ssa21))	NA	((Omy03,Ssa25),(Omy22,Ssa21))	AORe	NA
Ens106s02287.74	Ssal	ENSSSAG00000061744	Ssa25	26015541	26151882	-	1	2	((Omy03,Ssa25),(Omy22,Ssa21))	NA	((Omy03,Ssa25),(Omy22,Ssa21))	AORe	NA
Ens106s02287.74	Omyk	ENSOMYG00000029263	Omy03	60292438	60313216	-	1	2	((Omy03,Ssa25),(Omy22,Ssa21))	NA	((Omy03,Ssa25),(Omy22,Ssa21))	AORe	NA
Ens106s02287.74	Omyk	ENSOMYG00000056290	Omy22	33054894	33168305	+	1	2	((Omy03,Ssa25),(Omy22,Ssa21))	NA	((Omy03,Ssa25),(Omy22,Ssa21))	AORe	NA
Ens106s02287.85	Omyk	ENSOMYG00000040071	Omy13	32373868	32393006	-	0	1	NA	NA	((Omy12,Ssa03),(Omy13,Ssa06))	AORe	NA
Ens106s02288.39	Omyk	ENSOMYG00000009032	Omy06	9498946	9634740	+	1	1	((Omy06,Ssa24),(Omy11,Ssa20))	NA	((Omy06,Ssa24),(Omy11,Ssa20))	AORe	FALSE
Ens106s02288.39	Ssal	ENSSSAG00000075538	Ssa24	38837460	38878921	-	1	1	((Omy06,Ssa24),(Omy11,Ssa20))	NA	((Omy06,Ssa24),(Omy11,Ssa20))	AORe	FALSE
Ens106s02288.49	Ssal	ENSSSAG00000001977	Ssa01	132654661	132663550	-	2	2	((Omy05,Ssa01),(Omy12,Ssa13))	AORe	((Omy05,Ssa01),(Omy12,Ssa13))	AORe	NA
Ens106s02288.49	Omyk	ENSOMYG00000024378	Omy05	38646227	38679681	+	2	2	((Omy05,Ssa01),(Omy12,Ssa13))	AORe	((Omy05,Ssa01),(Omy12,Ssa13))	AORe	NA
Ens106s02288.49	Omyk	ENSOMYG00000065864	Omy12	20375446	20482047	-	2	2	((Omy05,Ssa01),(Omy12,Ssa13))	AORe	((Omy05,Ssa01),(Omy12,Ssa13))	AORe	NA
Ens106s02288.49	Ssal	ENSSSAG00000054353	Ssa13	92806531	92814852	+	2	2	((Omy05,Ssa01),(Omy12,Ssa13))	AORe	((Omy05,Ssa01),(Omy12,Ssa13))	AORe	NA
Ens106s02289.35	Omyk	ENSOMYG00000060677	OmyY	46135802	46157852	+	1	1	((Omy10,Ssa04),(OmyY,Ssa11))	NA	((Omy10,Ssa04),(OmyY,Ssa11))	AORe	FALSE
Ens106s02289.35	Ssal	ENSSSAG00000115630	Ssa11	108295835	108340565	+	1	1	((Omy10,Ssa04),(OmyY,Ssa11))	NA	((Omy10,Ssa04),(OmyY,Ssa11))	AORe	FALSE
Ens106s02289.41	Omyk	ENSOMYG00000040453	Omy24	33636122	33640340	-	1	1	((Omy24,Ssa09),(Omy27,Ssa20))	NA	((Omy24,Ssa09),(Omy27,Ssa20))	AORe	FALSE
Ens106s02289.41	Ssal	ENSSSAG00000064884	Ssa09	147183683	147188048	-	1	1	((Omy24,Ssa09),(Omy27,Ssa20))	NA	((Omy24,Ssa09),(Omy27,Ssa20))	AORe	FALSE
Ens106s02290.57	Omyk	ENSOMYG00000017954	Omy10	9518583	9522122	+	2	2	((Omy10,Ssa04),(Omy12,Ssa13))	AORe	((Omy10,Ssa04),(Omy12,Ssa13))	AORe	NA
Ens106s02290.57	Ssal	ENSSSAG00000087400	Ssa04	79766716	79771272	-	2	2	((Omy10,Ssa04),(Omy12,Ssa13))	AORe	((Omy10,Ssa04),(Omy12,Ssa13))	AORe	NA
Ens106s02290.57	Ssal	ENSSSAG00000116308	Ssa13	54594271	54599365	+	2	2	((Omy10,Ssa04),(Omy12,Ssa13))	AORe	((Omy10,Ssa04),(Omy12,Ssa13))	AORe	NA
Ens106s02290.57	Omyk	ENSOMYG00000017656	Omy12	55507837	55520017	-	2	2	((Omy10,Ssa04),(Omy12,Ssa13))	AORe	((Omy10,Ssa04),(Omy12,Ssa13))	AORe	NA
Ens106s02290.73	Ssal	ENSSSAG00000080172	Ssa04	79771851	79790463	-	3	2	NA	NA	((Omy10,Ssa04),(Omy12,Ssa13))	AORe	NA
Ens106s02290.73	Omyk	ENSOMYG00000017947	Omy10	9463304	9517923	+	3	2	NA	NA	((Omy10,Ssa04),(Omy12,Ssa13))	AORe	NA
Ens106s02290.73	Ssal	ENSSSAG00000069384	Ssa13	54584860	54589453	+	3	2	NA	NA	((Omy10,Ssa04),(Omy12,Ssa13))	AORe	NA
Ens106s02290.73	Ssal	ENSSSAG00000120312	Ssa13	54590880	54593757	+	3	2	NA	NA	((Omy10,Ssa04),(Omy12,Ssa13))	AORe	NA
Ens106s02290.73	Omyk	ENSOMYG00000017688	Omy12	55507837	55528829	-	3	2	NA	NA	((Omy10,Ssa04),(Omy12,Ssa13))	AORe	NA
Ens106s02290.89	Omyk	ENSOMYG00000015623	Omy14	4638054	4639837	+	1	1	((Omy14,Ssa05),(Omy31,Ssa09))	NA	((Omy14,Ssa05),(Omy31,Ssa09))	AORe	FALSE
Ens106s02290.89	Ssal	ENSSSAG00000042639	Ssa05	41551246	41552499	-	1	1	((Omy14,Ssa05),(Omy31,Ssa09))	NA	((Omy14,Ssa05),(Omy31,Ssa09))	AORe	FALSE
Ens106s02291.46	Ssal	ENSSSAG00000072802	Ssa26	18510706	18517506	-	2	2	(Omy06,((Omy26,Ssa11),Ssa26))	cryptic	((Omy06,Ssa26),(Omy26,Ssa11))	AORe	NA
Ens106s02291.46	Ssal	ENSSSAG00000068166	Ssa11	18199638	18206574	-	2	2	(Omy06,((Omy26,Ssa11),Ssa26))	cryptic	((Omy06,Ssa26),(Omy26,Ssa11))	AORe	NA
Ens106s02291.46	Omyk	ENSOMYG00000025018	Omy26	25734493	25739603	-	2	2	(Omy06,((Omy26,Ssa11),Ssa26))	cryptic	((Omy06,Ssa26),(Omy26,Ssa11))	AORe	NA
Ens106s02291.46	Omyk	ENSOMYG00000044606	Omy06	65844962	65850885	-	2	2	(Omy06,((Omy26,Ssa11),Ssa26))	cryptic	((Omy06,Ssa26),(Omy26,Ssa11))	AORe	NA
Ens106s02291.62	Ssal	ENSSSAG00000042704	Ssa16	7895721	7921011	+	2	2	((Omy01,Ssa16),(Omy02,Ssa10))	AORe	((Omy01,Ssa16),(Omy02,Ssa10))	AORe	NA
Ens106s02291.62	Omyk	ENSOMYG00000022959	Omy01	49850689	49874922	-	2	2	((Omy01,Ssa16),(Omy02,Ssa10))	AORe	((Omy01,Ssa16),(Omy02,Ssa10))	AORe	NA
Ens106s02291.62	Omyk	ENSOMYG00000019277	Omy02	91241205	91253840	-	2	2	((Omy01,Ssa16),(Omy02,Ssa10))	AORe	((Omy01,Ssa16),(Omy02,Ssa10))	AORe	NA
Ens106s02291.62	Ssal	ENSSSAG00000005490	Ssa10	112987730	113002690	-	2	2	((Omy01,Ssa16),(Omy02,Ssa10))	AORe	((Omy01,Ssa16),(Omy02,Ssa10))	AORe	NA
Ens106s02292.33	Ssal	ENSSSAG00000078402	Ssa11	75955685	75987944	+	1	1	((Omy05,Ssa01),(OmyY,Ssa11))	NA	((Omy05,Ssa01),(OmyY,Ssa11))	AORe	FALSE
Ens106s02292.33	Omyk	ENSOMYG00000042185	OmyY	16633626	16654816	+	1	1	((Omy05,Ssa01),(OmyY,Ssa11))	NA	((Omy05,Ssa01),(OmyY,Ssa11))	AORe	FALSE
Ens106s02292.44	Ssal	ENSSSAG00000066980	Ssa03	44526173	44539717	+	1	0	NA	NA	((Omy08,Ssa14),(Omy28,Ssa03))	AORe	NA
Ens106s02293.50	Ssal	ENSSSAG00000005166	Ssa03	80365144	80371941	+	1	1	((Omy12,Ssa03),(Omy13,Ssa06))	NA	((Omy12,Ssa03),(Omy13,Ssa06))	LORe	NA
Ens106s02293.50	Omyk	ENSOMYG00000048180	Omy13	56897067	56910239	+	1	1	((Omy12,Ssa03),(Omy13,Ssa06))	NA	((Omy12,Ssa03),(Omy13,Ssa06))	LORe	NA
Ens106s02293.63	Ssal	ENSSSAG00000054256	Ssa19	42624434	42645969	-	2	2	((Omy16,Ssa19),(Omy20,Ssa28))	AORe	((Omy16,Ssa19),(Omy20,Ssa28))	AORe	NA
Ens106s02293.63	Omyk	ENSOMYG00000018149	Omy16	7610324	7616807	-	2	2	((Omy16,Ssa19),(Omy20,Ssa28))	AORe	((Omy16,Ssa19),(Omy20,Ssa28))	AORe	NA
Ens106s02293.63	Ssal	ENSSSAG00000069068	Ssa28	12978128	12996581	+	2	2	((Omy16,Ssa19),(Omy20,Ssa28))	AORe	((Omy16,Ssa19),(Omy20,Ssa28))	AORe	NA
Ens106s02293.63	Omyk	ENSOMYG00000021469	Omy20	7105235	7106569	-	2	2	((Omy16,Ssa19),(Omy20,Ssa28))	AORe	((Omy16,Ssa19),(Omy20,Ssa28))	AORe	NA
Ens106s02293.77	Ssal	ENSSSAG00000001911	Ssa03	71573676	71575260	+	1	1	((Omy12,Ssa03),(Omy13,Ssa06))	NA	((Omy12,Ssa03),(Omy13,Ssa06))	LORe	NA
Ens106s02293.77	Omyk	ENSOMYG00000012480	Omy12	80757826	80762580	+	1	1	((Omy12,Ssa03),(Omy13,Ssa06))	NA	((Omy12,Ssa03),(Omy13,Ssa06))	LORe	NA
Ens106s02294.36	Ssal	ENSSSAG00000095946	Ssa02	13196086	13311239	+	2	2	((Omy02,Omy03),(Ssa02,Ssa05))	LORe	((Omy02,Ssa05),(Omy03,Ssa02))	LORe	NA
Ens106s02294.36	Ssal	ENSSSAG00000051980	Ssa05	80293598	80382507	-	2	2	((Omy02,Omy03),(Ssa02,Ssa05))	LORe	((Omy02,Ssa05),(Omy03,Ssa02))	LORe	NA
Ens106s02294.36	Omyk	ENSOMYG00000050972	Omy03	4400493	4450228	+	2	2	((Omy02,Omy03),(Ssa02,Ssa05))	LORe	((Omy02,Ssa05),(Omy03,Ssa02))	LORe	NA
Ens106s02294.36	Omyk	ENSOMYG00000054406	Omy02	10626982	10710084	+	2	2	((Omy02,Omy03),(Ssa02,Ssa05))	LORe	((Omy02,Ssa05),(Omy03,Ssa02))	LORe	NA
Ens106s02294.56	Ssal	ENSSSAG00000078303	Ssa27	23238544	23298570	-	1	1	((Omy18,Ssa27),(Omy32,Ssa14))	NA	((Omy18,Ssa27),(Omy32,Ssa14))	AORe	FALSE
Ens106s02294.56	Omyk	ENSOMYG00000039092	Omy18	52181265	52219993	-	1	1	((Omy18,Ssa27),(Omy32,Ssa14))	NA	((Omy18,Ssa27),(Omy32,Ssa14))	AORe	FALSE
Ens106s02295.38	Omyk	ENSOMYG00000036987	Omy09	37363458	37364572	+	0	1	NA	NA	((Omy09,Ssa15),(Omy16,Ssa13))	AORe	NA
Ens106s02295.48	Ssal	ENSSSAG00000084006	Ssa20	31488249	31495571	+	2	1	((Omy06,Ssa24),(Omy11,Ssa20))	NA	((Omy06,Ssa24),(Omy11,Ssa20))	AORe	NA
Ens106s02295.48	Ssal	ENSSSAG00000053815	Ssa24	14297619	14311093	+	2	1	((Omy06,Ssa24),(Omy11,Ssa20))	NA	((Omy06,Ssa24),(Omy11,Ssa20))	AORe	NA
Ens106s02295.48	Omyk	ENSOMYG00000046227	Omy06	33198800	33211184	-	2	1	((Omy06,Ssa24),(Omy11,Ssa20))	NA	((Omy06,Ssa24),(Omy11,Ssa20))	AORe	NA
Ens106s02296.56	Ssal	ENSSSAG00000047900	Ssa05	42765348	42835976	-	2	2	((Omy14,Ssa05),(Omy31,Ssa09))	AORe	((Omy14,Ssa05),(Omy31,Ssa09))	AORe	NA
Ens106s02296.56	Omyk	ENSOMYG00000013894	Omy14	3391934	3450082	+	2	2	((Omy14,Ssa05),(Omy31,Ssa09))	AORe	((Omy14,Ssa05),(Omy31,Ssa09))	AORe	NA
Ens106s02296.56	Ssal	ENSSSAG00000109848	Ssa09	78346578	78398475	-	2	2	((Omy14,Ssa05),(Omy31,Ssa09))	AORe	((Omy14,Ssa05),(Omy31,Ssa09))	AORe	NA
Ens106s02296.56	Omyk	ENSOMYG00000016584	Omy31	21804777	21857421	+	2	2	((Omy14,Ssa05),(Omy31,Ssa09))	AORe	((Omy14,Ssa05),(Omy31,Ssa09))	AORe	NA
Ens106s02296.75	Omyk	ENSOMYG00000009537	Omy14	790097	854434	-	2	2	((Omy14,Ssa05),(Omy31,Ssa09))	AORe	((Omy14,Ssa05),(Omy31,Ssa09))	AORe	NA
Ens106s02296.75	Ssal	ENSSSAG00000061433	Ssa05	45794191	45902671	+	2	2	((Omy14,Ssa05),(Omy31,Ssa09))	AORe	((Omy14,Ssa05),(Omy31,Ssa09))	AORe	NA
Ens106s02296.75	Ssal	ENSSSAG00000107638	Ssa09	81218586	81311726	+	2	2	((Omy14,Ssa05),(Omy31,Ssa09))	AORe	((Omy14,Ssa05),(Omy31,Ssa09))	AORe	NA
Ens106s02296.75	Omyk	ENSOMYG00000044988	Omy31	19274324	19368357	-	2	2	((Omy14,Ssa05),(Omy31,Ssa09))	AORe	((Omy14,Ssa05),(Omy31,Ssa09))	AORe	NA
Ens106s02296.90	Omyk	ENSOMYG00000034041	Omy19	40813425	40856609	-	1	2	((Omy19,Ssa01),(Omy25,Ssa09))	NA	((Omy19,Ssa01),(Omy25,Ssa09))	AORe	NA
Ens106s02296.90	Ssal	ENSSSAG00000017225	Ssa09	23482331	23545480	+	1	2	((Omy19,Ssa01),(Omy25,Ssa09))	NA	((Omy19,Ssa01),(Omy25,Ssa09))	AORe	NA
Ens106s02296.90	Omyk	ENSOMYG00000022414	Omy25	22117368	22170091	+	1	2	((Omy19,Ssa01),(Omy25,Ssa09))	NA	((Omy19,Ssa01),(Omy25,Ssa09))	AORe	NA
Ens106s02298.48	Ssal	ENSSSAG00000049844	Ssa28	6323655	6347367	-	2	3	NA	NA	((Omy16,Ssa19),(Omy20,Ssa28))	AORe	NA
Ens106s02298.48	Omyk	ENSOMYG00000029498	Omy20	13273497	13297834	+	2	3	NA	NA	((Omy16,Ssa19),(Omy20,Ssa28))	AORe	NA
Ens106s02298.48	Omyk	ENSOMYG00000077227	Omy16	14178406	14205226	+	2	3	NA	NA	((Omy16,Ssa19),(Omy20,Ssa28))	AORe	NA
Ens106s02298.48	Omyk	ENSOMYG00000031388	Omy16	14178406	14205226	+	2	3	NA	NA	((Omy16,Ssa19),(Omy20,Ssa28))	AORe	NA
Ens106s02298.48	Ssal	ENSSSAG00000008122	Ssa19	50064973	50093918	+	2	3	NA	NA	((Omy16,Ssa19),(Omy20,Ssa28))	AORe	NA
Ens106s02298.65	Ssal	ENSSSAG00000046935	Ssa06	38162876	38224215	-	2	2	((Omy12,Ssa03),(Omy13,Ssa06))	AORe	((Omy12,Ssa03),(Omy13,Ssa06))	AORe	NA
Ens106s02298.65	Omyk	ENSOMYG00000031850	Omy13	39993159	40049048	+	2	2	((Omy12,Ssa03),(Omy13,Ssa06))	AORe	((Omy12,Ssa03),(Omy13,Ssa06))	AORe	NA
Ens106s02298.65	Ssal	ENSSSAG00000041494	Ssa03	63535164	63603241	+	2	2	((Omy12,Ssa03),(Omy13,Ssa06))	AORe	((Omy12,Ssa03),(Omy13,Ssa06))	AORe	NA
Ens106s02298.65	Omyk	ENSOMYG00000009738	Omy12	73039752	73102375	+	2	2	((Omy12,Ssa03),(Omy13,Ssa06))	AORe	((Omy12,Ssa03),(Omy13,Ssa06))	AORe	NA
Ens106s02299.33	Omyk	ENSOMYG00000031033	Omy08	32215464	32217473	-	1	1	((Omy04,Ssa06),(Omy08,Ssa15))	NA	((Omy04,Ssa06),(Omy08,Ssa15))	AORe	FALSE
Ens106s02299.33	Ssal	ENSSSAG00000109138	Ssa15	49771554	50026278	-	1	1	((Omy04,Ssa06),(Omy08,Ssa15))	NA	((Omy04,Ssa06),(Omy08,Ssa15))	AORe	FALSE
Ens106s02299.42	Ssal	ENSSSAG00000007497	Ssa09	26591788	26594666	+	1	1	((Omy19,Ssa01),(Omy25,Ssa09))	NA	((Omy19,Ssa01),(Omy25,Ssa09))	AORe	FALSE
Ens106s02299.42	Omyk	ENSOMYG00000042419	Omy25	24789642	24790934	+	1	1	((Omy19,Ssa01),(Omy25,Ssa09))	NA	((Omy19,Ssa01),(Omy25,Ssa09))	AORe	FALSE
Ens106s02300.44	Omyk	ENSOMYG00000020495	Omy18	18283330	18305713	+	2	1	((Omy07,Ssa17),(Omy18,Ssa16))	NA	((Omy07,Ssa17),(Omy18,Ssa16))	cryptic	NA
Ens106s02300.44	Ssal	ENSSSAG00000120665	Ssa16	73174861	73230198	-	2	1	((Omy07,Ssa17),(Omy18,Ssa16))	NA	((Omy07,Ssa17),(Omy18,Ssa16))	cryptic	NA
Ens106s02300.44	Ssal	ENSSSAG00000014646	Ssa17	19982541	20000367	-	2	1	((Omy07,Ssa17),(Omy18,Ssa16))	NA	((Omy07,Ssa17),(Omy18,Ssa16))	LORe	NA
Ens106s02301.43	Ssal	ENSSSAG00000005569	Ssa10	113100080	113303890	+	3	3	NA	NA	((Omy01,Ssa16),(Omy02,Ssa10))	AORe	NA
Ens106s02301.43	Omyk	ENSOMYG00000019770	Omy02	91448177	91540122	+	3	3	NA	NA	((Omy01,Ssa16),(Omy02,Ssa10))	AORe	NA
Ens106s02301.43	Ssal	ENSSSAG00000115778	Ssa10	114022148	114059900	+	3	3	NA	NA	((Omy01,Ssa16),(Omy02,Ssa10))	AORe	NA
Ens106s02301.43	Omyk	ENSOMYG00000002426	Omy02	92085908	92116427	+	3	3	NA	NA	((Omy01,Ssa16),(Omy02,Ssa10))	AORe	NA
Ens106s02301.43	Ssal	ENSSSAG00000094108	Ssa16	7455154	7680056	-	3	3	NA	NA	((Omy01,Ssa16),(Omy02,Ssa10))	AORe	NA
Ens106s02301.43	Omyk	ENSOMYG00000023164	Omy01	50036986	50229374	+	3	3	NA	NA	((Omy01,Ssa16),(Omy02,Ssa10))	AORe	NA
Ens106s02301.61	Ssal	ENSSSAG00000008563	Ssa16	6810137	6846882	+	1	1	((Omy01,Ssa16),(Omy02,Ssa10))	NA	((Omy01,Ssa16),(Omy02,Ssa10))	AORe	FALSE
Ens106s02301.61	Omyk	ENSOMYG00000029752	Omy01	50718620	50720934	-	1	1	((Omy01,Ssa16),(Omy02,Ssa10))	NA	((Omy01,Ssa16),(Omy02,Ssa10))	AORe	FALSE
Ens106s02302.36	Omyk	ENSOMYG00000076779	Omy11	57833842	57849270	-	0	1	NA	NA	((Omy06,Ssa24),(Omy11,Ssa20))	AORe	NA
Ens106s02302.43	Omyk	ENSOMYG00000018388	Omy12	17482782	17498939	+	2	2	((Omy05,Ssa01),(Omy12,Ssa13))	AORe	((Omy05,Ssa01),(Omy12,Ssa13))	AORe	NA
Ens106s02302.43	Ssal	ENSSSAG00000080688	Ssa13	95895738	95936010	-	2	2	((Omy05,Ssa01),(Omy12,Ssa13))	AORe	((Omy05,Ssa01),(Omy12,Ssa13))	AORe	NA
Ens106s02302.43	Ssal	ENSSSAG00000106460	Ssa01	130176551	130193595	+	2	2	((Omy05,Ssa01),(Omy12,Ssa13))	AORe	((Omy05,Ssa01),(Omy12,Ssa13))	AORe	NA
Ens106s02302.43	Omyk	ENSOMYG00000000862	Omy05	41092902	41097696	-	2	2	((Omy05,Ssa01),(Omy12,Ssa13))	AORe	((Omy05,Ssa01),(Omy12,Ssa13))	AORe	NA
Ens106s02302.32	Omyk	ENSOMYG00000049007	Omy11	57815803	57824562	-	0	1	NA	NA	((Omy06,Ssa24),(Omy11,Ssa20))	AORe	NA
Ens106s02302.59	Ssal	ENSSSAG00000074607	Ssa20	26539255	26605371	-	2	1	((Omy06,Ssa24),(Omy11,Ssa20))	NA	((Omy06,Ssa24),(Omy11,Ssa20))	AORe	NA
Ens106s02302.59	Ssal	ENSSSAG00000076101	Ssa24	18733797	18785599	+	2	1	((Omy06,Ssa24),(Omy11,Ssa20))	NA	((Omy06,Ssa24),(Omy11,Ssa20))	AORe	NA
Ens106s02302.59	Omyk	ENSOMYG00000047124	Omy06	29029615	29049176	-	2	1	((Omy06,Ssa24),(Omy11,Ssa20))	NA	((Omy06,Ssa24),(Omy11,Ssa20))	AORe	NA
Ens106s02303.33	Omyk	ENSOMYG00000076007	Omy16	24893623	24897602	-	0	1	NA	NA	NA	NA	NA
Ens106s02303.41	Omyk	ENSOMYG00000027942	Omy02	22024555	22029432	+	1	2	((Omy02,Ssa05),(Omy03,Ssa02))	NA	((Omy02,Ssa05),(Omy03,Ssa02))	LORe	NA
Ens106s02303.41	Ssal	ENSSSAG00000113980	Ssa05	70028148	70036297	-	1	2	((Omy02,Ssa05),(Omy03,Ssa02))	NA	((Omy02,Ssa05),(Omy03,Ssa02))	LORe	NA
Ens106s02303.41	Omyk	ENSOMYG00000001837	Omy03	13242015	13245688	+	1	2	((Omy02,Ssa05),(Omy03,Ssa02))	NA	((Omy02,Ssa05),(Omy03,Ssa02))	LORe	NA
Ens106s02304.81	Ssal	ENSSSAG00000121454	Ssa05	58883192	58888415	+	4	4	NA	NA	((Omy02,Ssa05),(Omy03,Ssa02))	AORe	NA
Ens106s02304.81	Omyk	ENSOMYG00000001071	Omy02	33076106	33077290	-	4	4	NA	NA	((Omy02,Ssa05),(Omy03,Ssa02))	AORe	NA
Ens106s02304.81	Ssal	ENSSSAG00000093440	Ssa02	35567598	35623607	-	4	4	NA	NA	((Omy02,Ssa05),(Omy03,Ssa02))	AORe	NA
Ens106s02304.81	Omyk	ENSOMYG00000004462	Omy03	24374635	24375819	-	4	4	NA	NA	((Omy02,Ssa05),(Omy03,Ssa02))	AORe	NA
Ens106s02304.81	Omyk	ENSOMYG00000051983	Omy03	24401191	24402357	-	4	4	NA	NA	((Omy02,Ssa05),(Omy03,Ssa02))	AORe	NA
Ens106s02304.81	Ssal	ENSSSAG00000072286	Ssa02	35614791	35623607	-	4	4	NA	NA	((Omy02,Ssa05),(Omy03,Ssa02))	AORe	NA
Ens106s02304.81	Omyk	ENSOMYG00000074204	Omy03	24483236	24484420	-	4	4	NA	NA	((Omy02,Ssa05),(Omy03,Ssa02))	AORe	NA
Ens106s02304.81	Ssal	ENSSSAG00000103736	Ssa02	35721926	35728870	-	4	4	NA	NA	((Omy02,Ssa05),(Omy03,Ssa02))	AORe	NA
Ens106s02304.112	Omyk	ENSOMYG00000056361	Omy03	24361517	24363502	-	2	2	((Omy02,Ssa05),(Omy03,Ssa02))	AORe	((Omy02,Ssa05),(Omy03,Ssa02))	AORe	NA
Ens106s02304.112	Ssal	ENSSSAG00000081899	Ssa02	35563671	35584756	-	2	2	((Omy02,Ssa05),(Omy03,Ssa02))	AORe	((Omy02,Ssa05),(Omy03,Ssa02))	AORe	NA
Ens106s02304.112	Ssal	ENSSSAG00000092151	Ssa05	58906881	58911529	+	2	2	((Omy02,Ssa05),(Omy03,Ssa02))	AORe	((Omy02,Ssa05),(Omy03,Ssa02))	AORe	NA
Ens106s02304.112	Omyk	ENSOMYG00000001065	Omy02	33057281	33058456	-	2	2	((Omy02,Ssa05),(Omy03,Ssa02))	AORe	((Omy02,Ssa05),(Omy03,Ssa02))	AORe	NA
Ens106s02304.71	Ssal	ENSSSAG00000072860	Ssa02	35784391	35795818	-	1	0	NA	NA	((Omy02,Ssa05),(Omy03,Ssa02))	AORe	NA
Ens106s02304.133	Ssal	ENSSSAG00000008179	Ssa05	58863808	58865302	+	3	1	NA	NA	((Omy02,Ssa05),(Omy03,Ssa02))	AORe	NA
Ens106s02304.133	Ssal	ENSSSAG00000116173	Ssa05	58804194	58808314	+	3	1	NA	NA	((Omy02,Ssa05),(Omy03,Ssa02))	AORe	NA
Ens106s02304.133	Omyk	ENSOMYG00000001075	Omy02	33103493	33136315	-	3	1	NA	NA	((Omy02,Ssa05),(Omy03,Ssa02))	AORe	NA
Ens106s02304.133	Ssal	ENSSSAG00000072283	Ssa02	35597408	35598770	-	3	1	NA	NA	((Omy02,Ssa05),(Omy03,Ssa02))	AORe	NA
Ens106s02305.44	Ssal	ENSSSAG00000072069	Ssa10	96114097	96137811	+	2	1	((Omy01,Ssa16),(Omy02,Ssa10))	NA	((Omy01,Ssa16),(Omy02,Ssa10))	AORe	NA
Ens106s02305.44	Ssal	ENSSSAG00000077828	Ssa16	22839684	22861572	-	2	1	((Omy01,Ssa16),(Omy02,Ssa10))	NA	((Omy01,Ssa16),(Omy02,Ssa10))	AORe	NA
Ens106s02305.44	Omyk	ENSOMYG00000025245	Omy01	35710128	35731060	+	2	1	((Omy01,Ssa16),(Omy02,Ssa10))	NA	((Omy01,Ssa16),(Omy02,Ssa10))	AORe	NA
Ens106s02305.59	Ssal	ENSSSAG00000076081	Ssa26	19206173	19260487	+	2	2	((Omy06,Ssa26),(Omy26,Ssa11))	AORe	((Omy06,Ssa26),(Omy26,Ssa11))	AORe	NA
Ens106s02305.59	Omyk	ENSOMYG00000046295	Omy06	66507167	66560968	+	2	2	((Omy06,Ssa26),(Omy26,Ssa11))	AORe	((Omy06,Ssa26),(Omy26,Ssa11))	AORe	NA
Ens106s02305.59	Ssal	ENSSSAG00000071500	Ssa11	18858087	18918511	+	2	2	((Omy06,Ssa26),(Omy26,Ssa11))	AORe	((Omy06,Ssa26),(Omy26,Ssa11))	AORe	NA
Ens106s02305.59	Omyk	ENSOMYG00000031228	Omy26	26344489	26402547	+	2	2	((Omy06,Ssa26),(Omy26,Ssa11))	AORe	((Omy06,Ssa26),(Omy26,Ssa11))	AORe	NA
Ens106s02306.40	Ssal	ENSSSAG00000051992	Ssa22	34815847	34833050	+	2	2	((Omy07,Ssa22),(Omy17,Ssa12))	AORe	((Omy07,Ssa22),(Omy17,Ssa12))	AORe	NA
