chromosome	pos_start	pos_end	age	category
26	18157655	18157666	Neopterygii	shared
11	17863409	17863420	Neopterygii	shared
26	18162223	18162303	Neopterygii	shared
11	17867849	17867929	Neopterygii	shared
26	18162178	18162224	Actinopteri	shared
11	17867804	17867850	Actinopteri	shared
26	18267174	18267185	Neopterygii	shared
11	17952424	17952435	Neopterygii	shared
26	18312387	18312443	Euteleosteomorpha	shared
11	17994776	17994832	Euteleosteomorpha	shared
26	18920969	18920985	Actinopteri	shared
11	18572669	18572685	Actinopteri	shared
26	18920895	18920939	Actinopteri	shared
11	18572595	18572639	Actinopteri	shared
26	18920855	18920873	Actinopteri	shared
11	18572555	18572573	Actinopteri	shared
26	18927024	18927085	Euteleostomi	shared
11	18578843	18578904	Euteleostomi	shared
26	18927008	18927025	Euteleostomi	shared
11	18578827	18578844	Euteleostomi	shared
26	18926950	18927009	Euteleostomi	shared
11	18578769	18578828	Euteleostomi	shared
26	18926896	18926951	Actinopteri	shared
11	18578715	18578770	Actinopteri	shared
26	18929403	18929417	Actinopteri	shared
11	18581442	18581456	Actinopteri	shared
26	18929392	18929404	Actinopteri	shared
11	18581431	18581443	Actinopteri	shared
26	18929321	18929355	Actinopteri	shared
11	18581360	18581394	Actinopteri	shared
26	19218354	19218369	Clupeocephala	shared
11	18878953	18878968	Clupeocephala	shared
26	19218202	19218355	Clupeocephala	shared
11	18878801	18878954	Clupeocephala	shared
26	19228459	19228474	Neopterygii	shared
11	18892122	18892137	Neopterygii	shared
26	19228390	19228460	Neopterygii	shared
11	18892053	18892123	Neopterygii	shared
26	19227945	19228006	Actinopteri	shared
11	18891627	18891689	Actinopteri	shared
26	19227900	19227946	Actinopteri	shared
11	18891582	18891628	Actinopteri	shared
26	19594276	19594295	Actinopteri	shared
11	19198877	19198896	Actinopteri	shared
26	19593546	19593572	Teleostei	shared
11	19198125	19198151	Teleostei	shared
26	19593262	19593354	Teleostei	shared
11	19197827	19197919	Teleostei	shared
26	19608983	19609124	Neopterygii	shared
11	19220634	19220775	Neopterygii	shared
26	19608970	19608984	Teleostei	shared
11	19220621	19220635	Teleostei	shared
26	19608909	19608927	Teleostei	shared
11	19220561	19220579	Teleostei	shared
26	19771669	19771695	Actinopteri	shared
11	19404294	19404320	Actinopteri	shared
26	19803658	19803683	Actinopteri	shared
11	19432958	19432983	Actinopteri	shared
26	19803548	19803659	Actinopteri	shared
11	19432848	19432959	Actinopteri	shared
26	19803525	19803539	Actinopteri	shared
11	19432825	19432839	Actinopteri	shared
26	19803477	19803492	Actinopteri	shared
11	19432777	19432792	Actinopteri	shared
26	19806805	19806838	Actinopteri	shared
11	19435953	19435986	Actinopteri	shared
26	19806766	19806806	Actinopteri	shared
11	19435914	19435954	Actinopteri	shared
26	19806727	19806747	Actinopteri	shared
11	19435875	19435895	Actinopteri	shared
26	19805970	19806076	Actinopteri	shared
11	19435170	19435276	Actinopteri	shared
26	19805906	19805937	Actinopteri	shared
11	19435106	19435137	Actinopteri	shared
26	19821747	19821767	Euteleostomi	shared
11	19451484	19451504	Euteleostomi	shared
26	19821599	19821703	Euteleostomi	shared
11	19451336	19451440	Euteleostomi	shared
26	19821504	19821541	Neopterygii	shared
11	19451245	19451278	Neopterygii	shared
26	19821390	19821412	Neopterygii	shared
11	19451131	19451153	Neopterygii	shared
26	19824778	19824802	Neopterygii	shared
11	19454100	19454124	Neopterygii	shared
26	19824764	19824779	Neopterygii	shared
11	19454086	19454101	Neopterygii	shared
26	19823976	19823994	Actinopteri	shared
11	19453285	19453303	Actinopteri	shared
26	19823942	19823977	Actinopteri	shared
11	19453251	19453286	Actinopteri	shared
26	19832800	19832811	Teleostei	shared
11	19467011	19467022	Teleostei	shared
26	19832183	19832201	Actinopteri	shared
11	19466405	19466423	Actinopteri	shared
26	19841986	19842036	Actinopteri	shared
11	19474237	19474287	Actinopteri	shared
26	19841920	19841972	Actinopteri	shared
11	19474170	19474222	Actinopteri	shared
26	19860850	19860864	Teleostei	shared
11	19494773	19494787	Teleostei	shared
26	19860836	19860851	Neopterygii	shared
11	19494759	19494774	Neopterygii	shared
26	19860820	19860837	Neopterygii	shared
11	19494743	19494760	Neopterygii	shared
26	19860802	19860813	Neopterygii	shared
11	19494725	19494736	Neopterygii	shared
26	19860755	19860772	Neopterygii	shared
11	19494678	19494695	Neopterygii	shared
26	19895621	19895633	Actinopteri	shared
11	19522660	19522672	Actinopteri	shared
26	19895545	19895622	Actinopteri	shared
11	19522584	19522661	Actinopteri	shared
26	19895470	19895493	Actinopteri	shared
11	19522509	19522532	Actinopteri	shared
26	19944525	19944604	Actinopteri	shared
11	19571577	19571656	Actinopteri	shared
26	19944497	19944513	Teleostei	shared
11	19571549	19571565	Teleostei	shared
26	19944478	19944498	Euteleosteomorpha	shared
11	19571530	19571550	Euteleosteomorpha	shared
26	19944192	19944214	Neopterygii	shared
11	19571244	19571266	Neopterygii	shared
26	19943878	19944048	Neopterygii	shared
11	19570930	19571100	Neopterygii	shared
26	19943852	19943879	Neopterygii	shared
11	19570904	19570931	Neopterygii	shared
26	19943838	19943853	Neopterygii	shared
11	19570890	19570905	Neopterygii	shared
26	19972035	19972096	Euteleostomi	shared
11	19593958	19594019	Euteleostomi	shared
26	19972008	19972036	Actinopteri	shared
11	19593931	19593959	Actinopteri	shared
26	20593316	20593344	Teleostei	shared
11	20216529	20216557	Teleostei	shared
26	20721474	20721575	Teleostei	shared
11	20334199	20334300	Teleostei	shared
26	20845606	20845617	Teleostei	shared
11	20442498	20442509	Teleostei	shared
26	20845531	20845607	Teleostei	shared
11	20442423	20442499	Teleostei	shared
26	20845509	20845532	Teleostei	shared
11	20442401	20442424	Teleostei	shared
26	20845496	20845510	Teleostei	shared
11	20442388	20442402	Teleostei	shared
26	20869798	20869834	Neopterygii	shared
11	20462222	20462258	Neopterygii	shared
26	20869786	20869799	Neopterygii	shared
11	20462210	20462223	Neopterygii	shared
26	20869520	20869568	Teleostei	shared
11	20461981	20462031	Teleostei	shared
26	20916338	20916366	Euteleosteomorpha	shared
11	20512491	20512519	Euteleosteomorpha	shared
26	20916218	20916288	Teleostei	shared
11	20512369	20512439	Teleostei	shared
26	20922467	20922491	Clupeocephala	shared
11	20514734	20514758	Clupeocephala	shared
26	20922445	20922468	Clupeocephala	shared
11	20514712	20514735	Clupeocephala	shared
26	20948955	20948977	Actinopteri	shared
11	20530289	20530311	Actinopteri	shared
26	20948886	20948914	Actinopteri	shared
11	20530220	20530248	Actinopteri	shared
26	20948854	20948865	Actinopteri	shared
11	20530188	20530199	Actinopteri	shared
26	20948811	20948825	Teleostei	shared
11	20530145	20530159	Teleostei	shared
26	20967101	20967117	Teleostei	shared
11	20552412	20552428	Teleostei	shared
26	20989528	20989544	Neopterygii	shared
11	20574952	20574968	Neopterygii	shared
26	20989442	20989529	Neopterygii	shared
11	20574866	20574953	Neopterygii	shared
26	20992993	20993027	Euteleostomi	shared
11	20578665	20578699	Euteleostomi	shared
26	20992931	20992976	Euteleostomi	shared
11	20578600	20578645	Euteleostomi	shared
26	20992876	20992889	Actinopteri	shared
11	20578544	20578557	Actinopteri	shared
26	21004030	21004055	Neopterygii	shared
11	20589621	20589646	Neopterygii	shared
26	21004002	21004031	Neopterygii	shared
11	20589593	20589622	Neopterygii	shared
26	21003980	21003992	Neopterygii	shared
11	20589571	20589583	Neopterygii	shared
26	21067760	21067827	Actinopteri	shared
11	20650690	20650757	Actinopteri	shared
26	21067724	21067744	Actinopteri	shared
11	20650654	20650674	Actinopteri	shared
26	21067611	21067628	Actinopteri	shared
11	20650541	20650558	Actinopteri	shared
26	21270434	21270447	Actinopteri	shared
11	20840690	20840703	Actinopteri	shared
26	21270384	21270435	Actinopteri	shared
11	20840640	20840691	Actinopteri	shared
26	21276278	21276301	Euteleostomi	shared
11	20846884	20846907	Euteleostomi	shared
26	21276186	21276239	Euteleostomi	shared
11	20846793	20846846	Euteleostomi	shared
26	21929286	21929304	Teleostei	shared
11	21495052	21495070	Teleostei	shared
26	21929265	21929285	Neopterygii	shared
11	21495031	21495051	Neopterygii	shared
26	21929121	21929266	Neopterygii	shared
11	21494886	21495032	Neopterygii	shared
26	21928984	21929122	Actinopteri	shared
11	21494749	21494887	Actinopteri	shared
26	21928875	21928969	Actinopteri	shared
11	21494640	21494734	Actinopteri	shared
26	21938566	21938619	Actinopteri	shared
11	21511802	21511855	Actinopteri	shared
26	21937470	21937521	Actinopteri	shared
11	21510777	21510828	Actinopteri	shared
26	21937421	21937461	Actinopteri	shared
11	21510728	21510768	Actinopteri	shared
26	22074805	22074882	Clupeocephala	shared
11	21638428	21638505	Clupeocephala	shared
26	22879309	22879351	Teleostei	shared
11	22453836	22453878	Teleostei	shared
26	22879292	22879310	Teleostei	shared
11	22453819	22453837	Teleostei	shared
26	22878993	22879092	Actinopteri	shared
11	22453564	22453667	Actinopteri	shared
26	22907326	22907341	Euteleosteomorpha	shared
11	22480689	22480704	Euteleosteomorpha	shared
26	22907249	22907327	Teleostei	shared
11	22480612	22480690	Teleostei	shared
26	22907234	22907250	Euteleosteomorpha	shared
11	22480597	22480613	Euteleosteomorpha	shared
26	22907202	22907235	Euteleosteomorpha	shared
11	22480565	22480598	Euteleosteomorpha	shared
26	22907190	22907203	Euteleosteomorpha	shared
11	22480553	22480566	Euteleosteomorpha	shared
26	22934091	22934156	Actinopteri	shared
11	22513467	22513532	Actinopteri	shared
26	22962482	22962559	Euteleosteomorpha	shared
11	22545225	22545302	Euteleosteomorpha	shared
26	22961934	22962068	Clupeocephala	shared
11	22544688	22544822	Clupeocephala	shared
26	23035379	23035443	Teleostei	shared
11	22615140	22615204	Teleostei	shared
26	23089169	23089227	Actinopteri	shared
11	22687069	22687127	Actinopteri	shared
26	23089147	23089170	Euteleostomi	shared
11	22687047	22687070	Euteleostomi	shared
26	23088866	23088898	Euteleostomi	shared
11	22686774	22686806	Euteleostomi	shared
26	23107141	23107175	Actinopteri	shared
11	22705890	22705924	Actinopteri	shared
26	23130177	23130211	Actinopteri	shared
11	22729625	22729659	Actinopteri	shared
26	23130065	23130118	Actinopteri	shared
11	22729513	22729566	Actinopteri	shared
26	23129900	23130018	Actinopteri	shared
11	22729350	22729468	Actinopteri	shared
26	23129888	23129901	Actinopteri	shared
11	22729338	22729351	Actinopteri	shared
26	23526661	23526673	Clupeocephala	shared
11	23100994	23101006	Clupeocephala	shared
26	23526651	23526662	Teleostei	shared
11	23100984	23100995	Teleostei	shared
26	23526616	23526652	Teleostei	shared
11	23100949	23100985	Teleostei	shared
26	23526531	23526617	Teleostei	shared
11	23100864	23100950	Teleostei	shared
26	23569981	23569997	Euteleosteomorpha	shared
11	23139273	23139289	Euteleosteomorpha	shared
26	23569927	23569982	Euteleosteomorpha	shared
11	23139219	23139274	Euteleosteomorpha	shared
26	23569834	23569928	Euteleosteomorpha	shared
11	23139126	23139220	Euteleosteomorpha	shared
26	23569747	23569835	Clupeocephala	shared
11	23139039	23139127	Clupeocephala	shared
26	23617379	23617532	Actinopteri	shared
11	23195315	23195462	Actinopteri	shared
26	23617345	23617361	Actinopteri	shared
11	23195281	23195297	Actinopteri	shared
26	23644239	23644257	Teleostei	shared
11	23227492	23227510	Teleostei	shared
26	23644219	23644234	Teleostei	shared
11	23227472	23227487	Teleostei	shared
26	23644187	23644220	Teleostei	shared
11	23227440	23227473	Teleostei	shared
26	23644109	23644188	Teleostei	shared
11	23227362	23227441	Teleostei	shared
26	23644077	23644110	Teleostei	shared
11	23227330	23227363	Teleostei	shared
26	23643987	23644038	Teleostei	shared
11	23227240	23227291	Teleostei	shared
26	23658969	23658985	Teleostei	shared
11	23246431	23246447	Teleostei	shared
26	23679635	23679674	Clupeocephala	shared
11	23288279	23288318	Clupeocephala	shared
26	24789080	24789100	Clupeocephala	shared
11	24437052	24437072	Clupeocephala	shared
26	24788792	24788807	Clupeocephala	shared
11	24436781	24436796	Clupeocephala	shared
26	24788668	24788707	Teleostei	shared
11	24436657	24436696	Teleostei	shared
26	24788574	24788669	Teleostei	shared
11	24436563	24436658	Teleostei	shared
26	25752404	25752426	Euteleosteomorpha	shared
11	25423500	25423522	Euteleosteomorpha	shared
26	25819302	25819333	Neopterygii	shared
11	25497416	25497447	Neopterygii	shared
26	25819235	25819303	Actinopteri	shared
11	25497349	25497417	Actinopteri	shared
26	25819210	25819236	Euteleostomi	shared
11	25497324	25497350	Euteleostomi	shared
26	25819055	25819211	Euteleostomi	shared
11	25497168	25497325	Euteleostomi	shared
26	25818548	25818715	Euteleostomi	shared
11	25496629	25496796	Euteleostomi	shared
26	25818508	25818549	Euteleostomi	shared
11	25496589	25496630	Euteleostomi	shared
26	25820146	25820213	Teleostei	shared
11	25498230	25498297	Teleostei	shared
26	25820087	25820147	Neopterygii	shared
11	25498171	25498231	Neopterygii	shared
26	25831298	25831312	Teleostei	shared
11	25509154	25509168	Teleostei	shared
26	25831223	25831293	Actinopteri	shared
11	25509079	25509149	Actinopteri	shared
26	25831156	25831179	Teleostei	shared
11	25509012	25509035	Teleostei	shared
26	25890265	25890277	Actinopteri	shared
11	25562510	25562522	Actinopteri	shared
26	25890208	25890258	Actinopteri	shared
11	25562453	25562503	Actinopteri	shared
26	25890190	25890209	Euteleostomi	shared
11	25562435	25562454	Euteleostomi	shared
26	25890153	25890190	Euteleostomi	shared
11	25562398	25562435	Euteleostomi	shared
26	25890040	25890145	Euteleostomi	shared
11	25562285	25562390	Euteleostomi	shared
26	25890011	25890022	Euteleostomi	shared
11	25562256	25562267	Euteleostomi	shared
26	25915064	25915082	Actinopteri	shared
11	25587733	25587751	Actinopteri	shared
26	25914771	25914998	Actinopteri	shared
11	25587440	25587667	Actinopteri	shared
26	25914750	25914772	Actinopteri	shared
11	25587419	25587441	Actinopteri	shared
26	25979946	25980098	Actinopteri	shared
11	25651484	25651636	Actinopteri	shared
26	25979898	25979943	Actinopteri	shared
11	25651436	25651481	Actinopteri	shared
26	25979875	25979897	Actinopteri	shared
11	25651413	25651435	Actinopteri	shared
26	26201801	26201823	Euteleostomi	shared
11	25866257	25866279	Euteleostomi	shared
26	26201770	26201785	Euteleostomi	shared
11	25866226	25866241	Euteleostomi	shared
26	26201636	26201647	Euteleostomi	shared
11	25866095	25866106	Euteleostomi	shared
26	26219153	26219223	Actinopteri	shared
11	25884306	25884376	Actinopteri	shared
26	26219114	26219154	Actinopteri	shared
11	25884267	25884307	Actinopteri	shared
26	26252661	26252808	Actinopteri	shared
11	25916646	25916794	Actinopteri	shared
26	26252335	26252350	Clupeocephala	shared
11	25916312	25916327	Clupeocephala	shared
26	26252303	26252336	Clupeocephala	shared
11	25916280	25916313	Clupeocephala	shared
26	26257865	26257936	Actinopteri	shared
11	25920891	25920962	Actinopteri	shared
26	26257853	26257866	Actinopteri	shared
11	25920879	25920892	Actinopteri	shared
26	26257798	26257843	Actinopteri	shared
11	25920825	25920867	Actinopteri	shared
26	26315135	26315211	Clupeocephala	shared
11	25975164	25975240	Clupeocephala	shared
26	26315087	26315107	Clupeocephala	shared
11	25975111	25975131	Clupeocephala	shared
26	26317041	26317068	Neopterygii	shared
11	25978838	25978865	Neopterygii	shared
26	26316958	26317002	Neopterygii	shared
11	25978764	25978808	Neopterygii	shared
26	26655616	26655665	Neopterygii	shared
11	26293133	26293182	Neopterygii	shared
26	26655269	26655293	Neopterygii	shared
11	26292797	26292821	Neopterygii	shared
26	26655235	26655267	Neopterygii	shared
11	26292763	26292795	Neopterygii	shared
26	26655213	26655236	Neopterygii	shared
11	26292741	26292764	Neopterygii	shared
26	26655123	26655206	Neopterygii	shared
11	26292649	26292732	Neopterygii	shared
26	26655063	26655122	Teleostei	shared
11	26292589	26292648	Teleostei	shared
26	26757211	26757301	Neopterygii	shared
11	26408151	26408241	Neopterygii	shared
26	26757183	26757202	Neopterygii	shared
11	26408123	26408142	Neopterygii	shared
26	26757163	26757176	Neopterygii	shared
11	26408103	26408116	Neopterygii	shared
26	26775458	26775476	Neopterygii	shared
11	26424532	26424550	Neopterygii	shared
26	26775410	26775459	Neopterygii	shared
11	26424484	26424533	Neopterygii	shared
26	26817964	26817983	Teleostei	shared
11	26465551	26465570	Teleostei	shared
26	26840242	26840396	Euteleostomi	shared
11	26490779	26490933	Euteleostomi	shared
26	26840086	26840243	Euteleostomi	shared
11	26490623	26490780	Euteleostomi	shared
26	26839912	26840043	Euteleostomi	shared
11	26490455	26490586	Euteleostomi	shared
26	26889826	26889837	Actinopteri	shared
11	26548663	26548674	Actinopteri	shared
26	26889734	26889826	Actinopteri	shared
11	26548571	26548663	Actinopteri	shared
26	26889703	26889723	Actinopteri	shared
11	26548540	26548560	Actinopteri	shared
26	27125527	27125601	Teleostei	shared
11	26762035	26762109	Teleostei	shared
26	27659748	27659764	Teleostei	shared
11	27281813	27281829	Teleostei	shared
26	27659552	27659565	Neopterygii	shared
11	27281641	27281654	Neopterygii	shared
26	27704590	27704606	Teleostei	shared
11	27319263	27319279	Teleostei	shared
26	27704563	27704591	Teleostei	shared
11	27319236	27319264	Teleostei	shared
26	27704344	27704394	Teleostei	shared
11	27319005	27319055	Teleostei	shared
26	27735020	27735031	Teleostei	shared
11	27354898	27354909	Teleostei	shared
26	27734899	27735000	Neopterygii	shared
11	27354776	27354878	Neopterygii	shared
26	27819903	27819947	Teleostei	shared
11	27443336	27443380	Teleostei	shared
26	27891435	27891449	Teleostei	shared
11	27506521	27506535	Teleostei	shared
26	27891255	27891287	Clupeocephala	shared
11	27506343	27506375	Clupeocephala	shared
26	27922662	27922677	Actinopteri	shared
11	27530107	27530122	Actinopteri	shared
26	27922608	27922629	Actinopteri	shared
11	27530053	27530074	Actinopteri	shared
26	27980405	27980523	Teleostei	shared
11	27590203	27590321	Teleostei	shared
26	27979988	27980008	Teleostei	shared
11	27589782	27589802	Teleostei	shared
26	27979826	27979860	Neopterygii	shared
11	27589656	27589690	Neopterygii	shared
26	27979719	27979754	Actinopteri	shared
11	27589549	27589584	Actinopteri	shared
26	27979666	27979720	Actinopteri	shared
11	27589496	27589550	Actinopteri	shared
26	27979611	27979624	Actinopteri	shared
11	27589456	27589469	Actinopteri	shared
26	27979583	27979606	Actinopteri	shared
11	27589428	27589451	Actinopteri	shared
26	27979527	27979584	Actinopteri	shared
11	27589372	27589429	Actinopteri	shared
26	27979517	27979528	Neopterygii	shared
11	27589362	27589373	Neopterygii	shared
26	27979497	27979518	Neopterygii	shared
11	27589342	27589363	Neopterygii	shared
26	28027563	28027587	Teleostei	shared
11	27636528	27636552	Teleostei	shared
26	28085410	28085450	Euteleosteomorpha	shared
11	27687102	27687142	Euteleosteomorpha	shared
26	28085398	28085411	Euteleosteomorpha	shared
11	27687090	27687103	Euteleosteomorpha	shared
26	28085384	28085399	Euteleosteomorpha	shared
11	27687076	27687091	Euteleosteomorpha	shared
26	28085373	28085385	Euteleosteomorpha	shared
11	27687065	27687077	Euteleosteomorpha	shared
26	28084945	28084969	Teleostei	shared
11	27686648	27686672	Teleostei	shared
26	28084738	28084757	Teleostei	shared
11	27686441	27686460	Teleostei	shared
26	28490150	28490182	Teleostei	shared
11	28076468	28076500	Teleostei	shared
26	28490083	28490151	Teleostei	shared
11	28076401	28076469	Teleostei	shared
26	28489958	28489997	Teleostei	shared
11	28076276	28076315	Teleostei	shared
26	28489939	28489959	Teleostei	shared
11	28076257	28076277	Teleostei	shared
26	28560918	28560938	Actinopteri	shared
11	28131921	28131941	Actinopteri	shared
26	28560043	28560119	Clupeocephala	shared
11	28130974	28131050	Clupeocephala	shared
26	28559974	28560024	Euteleosteomorpha	shared
11	28130905	28130955	Euteleosteomorpha	shared
26	28574622	28574652	Actinopteri	shared
11	28154646	28154676	Actinopteri	shared
26	28574574	28574623	Actinopteri	shared
11	28154598	28154647	Actinopteri	shared
26	28574561	28574575	Neopterygii	shared
11	28154585	28154599	Neopterygii	shared
26	28582831	28582844	Neopterygii	shared
11	28168132	28168145	Neopterygii	shared
26	28582559	28582593	Neopterygii	shared
11	28167858	28167892	Neopterygii	shared
26	28582487	28582541	Neopterygii	shared
11	28167790	28167844	Neopterygii	shared
26	28584507	28584675	Neopterygii	shared
11	28179447	28179616	Neopterygii	shared
26	28587789	28587856	Neopterygii	shared
11	28182730	28182797	Neopterygii	shared
26	28587771	28587784	Teleostei	shared
11	28182712	28182725	Teleostei	shared
26	28595562	28595580	Teleostei	shared
11	28197086	28197104	Teleostei	shared
26	28595531	28595549	Teleostei	shared
11	28197055	28197073	Teleostei	shared
26	28595485	28595496	Neopterygii	shared
11	28197009	28197020	Neopterygii	shared
26	28595402	28595480	Actinopteri	shared
11	28196926	28197004	Actinopteri	shared
26	28650272	28650325	Neopterygii	shared
11	28225105	28225158	Neopterygii	shared
26	28654164	28654179	Actinopteri	shared
11	28231802	28231817	Actinopteri	shared
26	28654129	28654165	Actinopteri	shared
11	28231767	28231803	Actinopteri	shared
26	28653955	28654130	Actinopteri	shared
11	28231593	28231768	Actinopteri	shared
26	28653828	28653903	Neopterygii	shared
11	28231466	28231541	Neopterygii	shared
26	28653624	28653744	Teleostei	shared
11	28231263	28231383	Teleostei	shared
26	28659657	28659672	Teleostei	shared
11	28235798	28235813	Teleostei	shared
26	28659487	28659657	Neopterygii	shared
11	28235628	28235798	Neopterygii	shared
26	28659464	28659488	Neopterygii	shared
11	28235605	28235629	Neopterygii	shared
26	28659120	28659234	Neopterygii	shared
11	28235259	28235373	Neopterygii	shared
26	28659089	28659121	Neopterygii	shared
11	28235228	28235260	Neopterygii	shared
26	28659040	28659053	Neopterygii	shared
11	28235179	28235192	Neopterygii	shared
26	28671320	28671392	Neopterygii	shared
11	28471354	28471426	Neopterygii	shared
26	28704000	28704012	Actinopteri	shared
11	28486020	28486032	Actinopteri	shared
26	28703975	28704001	Actinopteri	shared
11	28485995	28486021	Actinopteri	shared
26	28703798	28703970	Actinopteri	shared
11	28485818	28485990	Actinopteri	shared
26	28719040	28719103	Neopterygii	shared
11	28499928	28499991	Neopterygii	shared
26	28718996	28719008	Neopterygii	shared
11	28499884	28499896	Neopterygii	shared
26	28718713	28718759	Teleostei	shared
11	28499591	28499637	Teleostei	shared
26	28970165	28970178	Teleostei	shared
11	28749216	28749229	Teleostei	shared
26	29006266	29006286	Actinopteri	shared
11	28784740	28784760	Actinopteri	shared
26	29006184	29006266	Actinopteri	shared
11	28784658	28784740	Actinopteri	shared
26	29006117	29006139	Teleostei	shared
11	28784591	28784613	Teleostei	shared
26	29006070	29006103	Teleostei	shared
11	28784544	28784577	Teleostei	shared
26	29006055	29006071	Teleostei	shared
11	28784529	28784545	Teleostei	shared
26	29006013	29006056	Teleostei	shared
11	28784487	28784530	Teleostei	shared
26	29005935	29006014	Teleostei	shared
11	28784409	28784488	Teleostei	shared
26	29005873	29005936	Teleostei	shared
11	28784347	28784410	Teleostei	shared
26	29107913	29108050	Neopterygii	shared
11	28908511	28908646	Neopterygii	shared
26	29107873	29107907	Neopterygii	shared
11	28908471	28908505	Neopterygii	shared
26	29107840	29107874	Neopterygii	shared
11	28908438	28908472	Neopterygii	shared
26	29107803	29107841	Neopterygii	shared
11	28908401	28908439	Neopterygii	shared
26	29107788	29107804	Neopterygii	shared
11	28908386	28908402	Neopterygii	shared
26	29143803	29143899	Clupeocephala	shared
11	28977235	28977331	Clupeocephala	shared
26	29238740	29238753	Neopterygii	shared
11	29069020	29069033	Neopterygii	shared
26	29238638	29238696	Neopterygii	shared
11	29068918	29068976	Neopterygii	shared
26	29266331	29266381	Clupeocephala	shared
11	29096224	29096274	Clupeocephala	shared
26	29286153	29286167	Teleostei	shared
11	29116996	29117010	Teleostei	shared
26	29285766	29285870	Neopterygii	shared
11	29116633	29116718	Neopterygii	shared
26	29379024	29379071	Actinopteri	shared
11	29276141	29276188	Actinopteri	shared
26	29378983	29379025	Actinopteri	shared
11	29276100	29276142	Actinopteri	shared
26	29378742	29378754	Euteleostomi	shared
11	29275859	29275871	Euteleostomi	shared
26	29378463	29378700	Euteleostomi	shared
11	29275580	29275817	Euteleostomi	shared
26	29378403	29378464	Euteleostomi	shared
11	29275520	29275581	Euteleostomi	shared
26	29378310	29378373	Euteleostomi	shared
11	29275438	29275503	Euteleostomi	shared
26	29378295	29378310	Actinopteri	shared
11	29275423	29275438	Actinopteri	shared
26	29764636	29764670	Euteleostomi	shared
11	29573506	29573540	Euteleostomi	shared
26	29808186	29808204	Euteleostomi	shared
11	29627297	29627315	Euteleostomi	shared
26	29808111	29808181	Euteleostomi	shared
11	29627219	29627292	Euteleostomi	shared
26	29807998	29808027	Actinopteri	shared
11	29627104	29627133	Actinopteri	shared
26	29807951	29807999	Actinopteri	shared
11	29627057	29627105	Actinopteri	shared
26	29807926	29807943	Actinopteri	shared
11	29627032	29627049	Actinopteri	shared
26	29919631	29919676	Euteleostomi	shared
11	29720530	29720575	Euteleostomi	shared
26	29919579	29919600	Euteleosteomorpha	shared
11	29720478	29720499	Euteleosteomorpha	shared
26	29934335	29934413	Neopterygii	shared
11	29737985	29738063	Neopterygii	shared
26	29934201	29934245	Teleostei	shared
11	29737851	29737895	Teleostei	shared
26	30110171	30110182	Neopterygii	shared
11	29911348	29911359	Neopterygii	shared
26	30110060	30110172	Neopterygii	shared
11	29911237	29911349	Neopterygii	shared
26	30109326	30109345	Actinopteri	shared
11	29910478	29910497	Actinopteri	shared
26	30109270	30109327	Actinopteri	shared
11	29910422	29910479	Actinopteri	shared
26	30109254	30109271	Actinopteri	shared
11	29910406	29910423	Actinopteri	shared
26	30669115	30669153	Teleostei	shared
11	30476183	30476221	Teleostei	shared
26	30675407	30675428	Euteleosteomorpha	shared
11	30484576	30484597	Euteleosteomorpha	shared
26	30674784	30674813	Actinopteri	shared
11	30483966	30483995	Actinopteri	shared
26	30702163	30702178	Actinopteri	shared
11	30511635	30511650	Actinopteri	shared
26	30702084	30702155	Actinopteri	shared
11	30511556	30511627	Actinopteri	shared
26	30701874	30701902	Neopterygii	shared
11	30511338	30511366	Neopterygii	shared
26	30701767	30701803	Neopterygii	shared
11	30511231	30511267	Neopterygii	shared
26	30714779	30714810	Actinopteri	shared
11	30525343	30525374	Actinopteri	shared
26	30714635	30714648	Teleostei	shared
11	30525202	30525215	Teleostei	shared
26	30714539	30714635	Euteleosteomorpha	shared
11	30525105	30525202	Euteleosteomorpha	shared
26	30765804	30765879	Teleostei	shared
11	30574299	30574374	Teleostei	shared
26	30767584	30767641	Neopterygii	shared
11	30577382	30577439	Neopterygii	shared
26	30767460	30767573	Euteleosteomorpha	shared
11	30577258	30577371	Euteleosteomorpha	shared
26	30807018	30807082	Protacanthopterygii	shared
11	30615579	30615643	Protacanthopterygii	shared
26	30806998	30807017	Protacanthopterygii	shared
11	30615559	30615578	Protacanthopterygii	shared
26	30811895	30812022	Protacanthopterygii	shared
11	30619195	30619322	Protacanthopterygii	shared
26	30935344	30935401	Actinopteri	shared
11	30739292	30739349	Actinopteri	shared
26	30937649	30937744	Teleostei	shared
11	30741634	30741729	Teleostei	shared
26	30937581	30937650	Teleostei	shared
11	30741566	30741635	Teleostei	shared
26	30945110	30945163	Euteleosteomorpha	shared
11	30746862	30746915	Euteleosteomorpha	shared
26	30949273	30949347	Euteleosteomorpha	shared
11	30747862	30747936	Euteleosteomorpha	shared
26	30949230	30949274	Euteleosteomorpha	shared
11	30747819	30747863	Euteleosteomorpha	shared
26	30968222	30968286	Actinopteri	shared
11	30763845	30763909	Actinopteri	shared
26	30969594	30969651	Euteleosteomorpha	shared
11	30765220	30765278	Euteleosteomorpha	shared
26	30969462	30969533	Euteleosteomorpha	shared
11	30765094	30765165	Euteleosteomorpha	shared
26	30969406	30969463	Euteleosteomorpha	shared
11	30765038	30765095	Euteleosteomorpha	shared
26	30969188	30969289	Teleostei	shared
